rok,pohlavi,vek_kod,vek_nazev,okres_lau_kod,okres_nazev,kraj_nuts_kod,kraj_nazev,pocet_vysetreni,populace
2016,Z,66015019,15–19 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,1298,3521
2016,Z,66015019,15–19 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,1403,3982
2016,Z,66015019,15–19 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,2660,6820
2016,Z,66020024,20–24 let,CZ0100,Praha,CZ010,Hlavní město Praha,20398,29837
2016,Z,66020024,20–24 let,CZ0201,Benešov,CZ020,Středočeský kraj,1961,2428
2016,Z,66020024,20–24 let,CZ0202,Beroun,CZ020,Středočeský kraj,1721,2077
2016,Z,66020024,20–24 let,CZ0203,Kladno,CZ020,Středočeský kraj,3336,3988
2016,Z,66020024,20–24 let,CZ0204,Kolín,CZ020,Středočeský kraj,1989,2400
2016,Z,66020024,20–24 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1583,1950
2016,Z,66020024,20–24 let,CZ0206,Mělník,CZ020,Středočeský kraj,2265,2727
2016,Z,66020024,20–24 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2666,3133
2016,Z,66020024,20–24 let,CZ0208,Nymburk,CZ020,Středočeský kraj,1911,2363
2016,Z,66020024,20–24 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,2980,3820
2016,Z,66020024,20–24 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,2435,3197
2016,Z,66020024,20–24 let,CZ020B,Příbram,CZ020,Středočeský kraj,2304,2845
2016,Z,66020024,20–24 let,CZ020C,Rakovník,CZ020,Středočeský kraj,1151,1401
2016,Z,66020024,20–24 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,4037,4865
2016,Z,66020024,20–24 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1382,1634
2016,Z,66020024,20–24 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1995,2543
2016,Z,66020024,20–24 let,CZ0314,Písek,CZ031,Jihočeský kraj,1458,1807
2016,Z,66020024,20–24 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,1040,1295
2016,Z,66020024,20–24 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,1517,1799
2016,Z,66020024,20–24 let,CZ0317,Tábor,CZ031,Jihočeský kraj,2209,2601
2016,Z,66020024,20–24 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,1284,1586
2016,Z,66020024,20–24 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,1805,2239
2016,Z,66020024,20–24 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3597,4289
2016,Z,66020024,20–24 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1182,1526
2016,Z,66020024,20–24 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1632,1985
2016,Z,66020024,20–24 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,1013,1219
2016,Z,66020024,20–24 let,CZ0327,Tachov,CZ032,Plzeňský kraj,1200,1423
2016,Z,66020024,20–24 let,CZ0411,Cheb,CZ041,Karlovarský kraj,1798,2336
2016,Z,66020024,20–24 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2259,2800
2016,Z,66020024,20–24 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,1945,2462
2016,Z,66020024,20–24 let,CZ0421,Děčín,CZ042,Ústecký kraj,2783,3402
2016,Z,66020024,20–24 let,CZ0422,Chomutov,CZ042,Ústecký kraj,2729,3311
2016,Z,66020024,20–24 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,2586,3070
2016,Z,66020024,20–24 let,CZ0424,Louny,CZ042,Ústecký kraj,1835,2307
2016,Z,66020024,20–24 let,CZ0425,Most,CZ042,Ústecký kraj,2461,3032
2016,Z,66020024,20–24 let,CZ0426,Teplice,CZ042,Ústecký kraj,2580,3350
2016,Z,66020024,20–24 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2670,3224
2016,Z,66020024,20–24 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2249,2716
2016,Z,66020024,20–24 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1909,2260
2016,Z,66020024,20–24 let,CZ0513,Liberec,CZ051,Liberecký kraj,3680,4459
2016,Z,66020024,20–24 let,CZ0514,Semily,CZ051,Liberecký kraj,1639,1938
2016,Z,66020024,20–24 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3412,4127
2016,Z,66020024,20–24 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,1703,2050
2016,Z,66020024,20–24 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,2409,2962
2016,Z,66020024,20–24 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1687,2034
2016,Z,66020024,20–24 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2519,3078
2016,Z,66020024,20–24 let,CZ0531,Chrudim,CZ053,Pardubický kraj,2321,2863
2016,Z,66020024,20–24 let,CZ0532,Pardubice,CZ053,Pardubický kraj,3458,4115
2016,Z,66020024,20–24 let,CZ0533,Svitavy,CZ053,Pardubický kraj,2354,2948
2016,Z,66020024,20–24 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3120,3811
2016,Z,66020024,20–24 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2061,2514
2016,Z,66020024,20–24 let,CZ0632,Jihlava,CZ063,Vysočina,2409,2953
2016,Z,66020024,20–24 let,CZ0633,Pelhřimov,CZ063,Vysočina,1477,1893
2016,Z,66020024,20–24 let,CZ0634,Třebíč,CZ063,Vysočina,2615,3204
2016,Z,66020024,20–24 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2743,3497
2016,Z,66020024,20–24 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,2337,2863
2016,Z,66020024,20–24 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,6860,8820
2016,Z,66020024,20–24 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,4279,5402
2016,Z,66020024,20–24 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2564,3136
2016,Z,66020024,20–24 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3312,4184
2016,Z,66020024,20–24 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1892,2381
2016,Z,66020024,20–24 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2594,3215
2016,Z,66020024,20–24 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,819,1084
2016,Z,66020024,20–24 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,5034,5959
2016,Z,66020024,20–24 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,2306,2761
2016,Z,66020024,20–24 let,CZ0714,Přerov,CZ071,Olomoucký kraj,2827,3507
2016,Z,66020024,20–24 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,2769,3368
2016,Z,66020024,20–24 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,2292,2847
2016,Z,66020024,20–24 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3102,3829
2016,Z,66020024,20–24 let,CZ0723,Vsetín,CZ072,Zlínský kraj,3182,3933
2016,Z,66020024,20–24 let,CZ0724,Zlín,CZ072,Zlínský kraj,3838,4862
2016,Z,66020024,20–24 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2092,2567
2016,Z,66020024,20–24 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4512,5791
2016,Z,66020024,20–24 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,5525,6941
2016,Z,66020024,20–24 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,3431,4230
2016,Z,66020024,20–24 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,3801,4630
2016,Z,66020024,20–24 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,6827,8490
2016,Z,66025029,25–29 let,CZ0100,Praha,CZ010,Hlavní město Praha,36440,44073
2016,Z,66025029,25–29 let,CZ0201,Benešov,CZ020,Středočeský kraj,2401,2839
2016,Z,66025029,25–29 let,CZ0202,Beroun,CZ020,Středočeský kraj,2356,2638
2016,Z,66025029,25–29 let,CZ0203,Kladno,CZ020,Středočeský kraj,4204,4936
2016,Z,66025029,25–29 let,CZ0204,Kolín,CZ020,Středočeský kraj,2570,3039
2016,Z,66025029,25–29 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1969,2265
2016,Z,66025029,25–29 let,CZ0206,Mělník,CZ020,Středočeský kraj,2877,3326
2016,Z,66025029,25–29 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,3491,3936
2016,Z,66025029,25–29 let,CZ0208,Nymburk,CZ020,Středočeský kraj,2542,2913
2016,Z,66025029,25–29 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,4060,4810
2016,Z,66025029,25–29 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,3269,3877
2016,Z,66025029,25–29 let,CZ020B,Příbram,CZ020,Středočeský kraj,2866,3414
2016,Z,66025029,25–29 let,CZ020C,Rakovník,CZ020,Středočeský kraj,1378,1696
2016,Z,66025029,25–29 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,5614,6317
2016,Z,66025029,25–29 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1617,1926
2016,Z,66025029,25–29 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2139,2682
2016,Z,66025029,25–29 let,CZ0314,Písek,CZ031,Jihočeský kraj,1730,2140
2016,Z,66025029,25–29 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,1273,1571
2016,Z,66025029,25–29 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,1877,2200
2016,Z,66025029,25–29 let,CZ0317,Tábor,CZ031,Jihočeský kraj,2691,3106
2016,Z,66025029,25–29 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,1591,1957
2016,Z,66025029,25–29 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,1995,2445
2016,Z,66025029,25–29 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,5393,6109
2016,Z,66025029,25–29 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1537,1857
2016,Z,66025029,25–29 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,2097,2455
2016,Z,66025029,25–29 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,1201,1464
2016,Z,66025029,25–29 let,CZ0327,Tachov,CZ032,Plzeňský kraj,1409,1772
2016,Z,66025029,25–29 let,CZ0411,Cheb,CZ041,Karlovarský kraj,2119,2826
2016,Z,66025029,25–29 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2834,3547
2016,Z,66025029,25–29 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,2318,2902
2016,Z,66025029,25–29 let,CZ0421,Děčín,CZ042,Ústecký kraj,3047,3881
2016,Z,66025029,25–29 let,CZ0422,Chomutov,CZ042,Ústecký kraj,3203,3980
2016,Z,66025029,25–29 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,3038,3555
2016,Z,66025029,25–29 let,CZ0424,Louny,CZ042,Ústecký kraj,2115,2628
2016,Z,66025029,25–29 let,CZ0425,Most,CZ042,Ústecký kraj,2832,3573
2016,Z,66025029,25–29 let,CZ0426,Teplice,CZ042,Ústecký kraj,3011,3895
2016,Z,66025029,25–29 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,3088,3685
2016,Z,66025029,25–29 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2758,3335
2016,Z,66025029,25–29 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,2315,2729
2016,Z,66025029,25–29 let,CZ0513,Liberec,CZ051,Liberecký kraj,4710,5576
2016,Z,66025029,25–29 let,CZ0514,Semily,CZ051,Liberecký kraj,1950,2293
2016,Z,66025029,25–29 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,4284,5029
2016,Z,66025029,25–29 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,1974,2413
2016,Z,66025029,25–29 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,2805,3366
2016,Z,66025029,25–29 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,2055,2411
2016,Z,66025029,25–29 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2907,3507
2016,Z,66025029,25–29 let,CZ0531,Chrudim,CZ053,Pardubický kraj,2844,3325
2016,Z,66025029,25–29 let,CZ0532,Pardubice,CZ053,Pardubický kraj,4703,5395
2016,Z,66025029,25–29 let,CZ0533,Svitavy,CZ053,Pardubický kraj,2657,3157
2016,Z,66025029,25–29 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3600,4329
2016,Z,66025029,25–29 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2454,2869
2016,Z,66025029,25–29 let,CZ0632,Jihlava,CZ063,Vysočina,2998,3509
2016,Z,66025029,25–29 let,CZ0633,Pelhřimov,CZ063,Vysočina,1780,2142
2016,Z,66025029,25–29 let,CZ0634,Třebíč,CZ063,Vysočina,2987,3561
2016,Z,66025029,25–29 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,3171,3827
2016,Z,66025029,25–29 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,2927,3343
2016,Z,66025029,25–29 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,11422,12800
2016,Z,66025029,25–29 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,5891,6706
2016,Z,66025029,25–29 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,3050,3539
2016,Z,66025029,25–29 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3887,4783
2016,Z,66025029,25–29 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,2450,2880
2016,Z,66025029,25–29 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,3093,3632
2016,Z,66025029,25–29 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,914,1210
2016,Z,66025029,25–29 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,6732,7694
2016,Z,66025029,25–29 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,2885,3335
2016,Z,66025029,25–29 let,CZ0714,Přerov,CZ071,Olomoucký kraj,3569,4283
2016,Z,66025029,25–29 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,3257,3859
2016,Z,66025029,25–29 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,2708,3215
2016,Z,66025029,25–29 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3800,4497
2016,Z,66025029,25–29 let,CZ0723,Vsetín,CZ072,Zlínský kraj,3970,4638
2016,Z,66025029,25–29 let,CZ0724,Zlín,CZ072,Zlínský kraj,5021,5992
2016,Z,66025029,25–29 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2469,2987
2016,Z,66025029,25–29 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,5847,6874
2016,Z,66025029,25–29 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,6575,8168
2016,Z,66025029,25–29 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,4199,5003
2016,Z,66025029,25–29 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,4947,5728
2016,Z,66025029,25–29 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,9199,11036
2016,Z,66030034,30–34 let,CZ0100,Praha,CZ010,Hlavní město Praha,43708,53181
2016,Z,66030034,30–34 let,CZ0201,Benešov,CZ020,Středočeský kraj,2695,3092
2016,Z,66030034,30–34 let,CZ0202,Beroun,CZ020,Středočeský kraj,2814,3227
2016,Z,66030034,30–34 let,CZ0203,Kladno,CZ020,Středočeský kraj,4658,5411
2016,Z,66030034,30–34 let,CZ0204,Kolín,CZ020,Středočeský kraj,2928,3405
2016,Z,66030034,30–34 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,2100,2398
2016,Z,66030034,30–34 let,CZ0206,Mělník,CZ020,Středočeský kraj,3016,3504
2016,Z,66030034,30–34 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,3808,4350
2016,Z,66030034,30–34 let,CZ0208,Nymburk,CZ020,Středočeský kraj,2802,3293
2016,Z,66030034,30–34 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,5476,6142
2016,Z,66030034,30–34 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,4404,4946
2016,Z,66030034,30–34 let,CZ020B,Příbram,CZ020,Středočeský kraj,3140,3689
2016,Z,66030034,30–34 let,CZ020C,Rakovník,CZ020,Středočeský kraj,1480,1776
2016,Z,66030034,30–34 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,5934,6560
2016,Z,66030034,30–34 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1683,1964
2016,Z,66030034,30–34 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2240,2674
2016,Z,66030034,30–34 let,CZ0314,Písek,CZ031,Jihočeský kraj,1764,2104
2016,Z,66030034,30–34 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,1265,1542
2016,Z,66030034,30–34 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,1883,2173
2016,Z,66030034,30–34 let,CZ0317,Tábor,CZ031,Jihočeský kraj,2812,3168
2016,Z,66030034,30–34 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,1521,1811
2016,Z,66030034,30–34 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,2060,2547
2016,Z,66030034,30–34 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,5883,7079
2016,Z,66030034,30–34 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1652,1929
2016,Z,66030034,30–34 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,2227,2560
2016,Z,66030034,30–34 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,1400,1619
2016,Z,66030034,30–34 let,CZ0327,Tachov,CZ032,Plzeňský kraj,1431,1778
2016,Z,66030034,30–34 let,CZ0411,Cheb,CZ041,Karlovarský kraj,2091,2828
2016,Z,66030034,30–34 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2789,3603
2016,Z,66030034,30–34 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,2224,2858
2016,Z,66030034,30–34 let,CZ0421,Děčín,CZ042,Ústecký kraj,3025,3869
2016,Z,66030034,30–34 let,CZ0422,Chomutov,CZ042,Ústecký kraj,3283,4023
2016,Z,66030034,30–34 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,3221,3677
2016,Z,66030034,30–34 let,CZ0424,Louny,CZ042,Ústecký kraj,2305,2796
2016,Z,66030034,30–34 let,CZ0425,Most,CZ042,Ústecký kraj,2709,3496
2016,Z,66030034,30–34 let,CZ0426,Teplice,CZ042,Ústecký kraj,3080,3982
2016,Z,66030034,30–34 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,3187,3775
2016,Z,66030034,30–34 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2725,3341
2016,Z,66030034,30–34 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,2476,2905
2016,Z,66030034,30–34 let,CZ0513,Liberec,CZ051,Liberecký kraj,4975,5760
2016,Z,66030034,30–34 let,CZ0514,Semily,CZ051,Liberecký kraj,1784,2146
2016,Z,66030034,30–34 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,4600,5248
2016,Z,66030034,30–34 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,2074,2502
2016,Z,66030034,30–34 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,2738,3212
2016,Z,66030034,30–34 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,2098,2445
2016,Z,66030034,30–34 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2892,3454
2016,Z,66030034,30–34 let,CZ0531,Chrudim,CZ053,Pardubický kraj,2790,3207
2016,Z,66030034,30–34 let,CZ0532,Pardubice,CZ053,Pardubický kraj,5010,5872
2016,Z,66030034,30–34 let,CZ0533,Svitavy,CZ053,Pardubický kraj,2679,3053
2016,Z,66030034,30–34 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3472,4128
2016,Z,66030034,30–34 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2538,2906
2016,Z,66030034,30–34 let,CZ0632,Jihlava,CZ063,Vysočina,3151,3654
2016,Z,66030034,30–34 let,CZ0633,Pelhřimov,CZ063,Vysočina,1881,2207
2016,Z,66030034,30–34 let,CZ0634,Třebíč,CZ063,Vysočina,3037,3494
2016,Z,66030034,30–34 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,3092,3580
2016,Z,66030034,30–34 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,3122,3600
2016,Z,66030034,30–34 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,12921,14802
2016,Z,66030034,30–34 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,6753,7540
2016,Z,66030034,30–34 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,3304,3812
2016,Z,66030034,30–34 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3984,4837
2016,Z,66030034,30–34 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,2705,3156
2016,Z,66030034,30–34 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,3132,3678
2016,Z,66030034,30–34 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,821,1057
2016,Z,66030034,30–34 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,7131,7997
2016,Z,66030034,30–34 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,2930,3413
2016,Z,66030034,30–34 let,CZ0714,Přerov,CZ071,Olomoucký kraj,3312,4012
2016,Z,66030034,30–34 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,2961,3525
2016,Z,66030034,30–34 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,2791,3285
2016,Z,66030034,30–34 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3824,4454
2016,Z,66030034,30–34 let,CZ0723,Vsetín,CZ072,Zlínský kraj,3888,4461
2016,Z,66030034,30–34 let,CZ0724,Zlín,CZ072,Zlínský kraj,5162,6149
2016,Z,66030034,30–34 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2279,2724
2016,Z,66030034,30–34 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,5805,6777
2016,Z,66030034,30–34 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,6286,7727
2016,Z,66030034,30–34 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,4112,4718
2016,Z,66030034,30–34 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,5017,5767
2016,Z,66030034,30–34 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,8900,10749
2016,Z,66035039,35–39 let,CZ0100,Praha,CZ010,Hlavní město Praha,47012,59141
2016,Z,66035039,35–39 let,CZ0201,Benešov,CZ020,Středočeský kraj,3274,3783
2016,Z,66035039,35–39 let,CZ0202,Beroun,CZ020,Středočeský kraj,3514,4031
2016,Z,66035039,35–39 let,CZ0203,Kladno,CZ020,Středočeský kraj,5653,6676
2016,Z,66035039,35–39 let,CZ0204,Kolín,CZ020,Středočeský kraj,3436,4044
2016,Z,66035039,35–39 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,2265,2633
2016,Z,66035039,35–39 let,CZ0206,Mělník,CZ020,Středočeský kraj,3651,4324
2016,Z,66035039,35–39 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,4725,5339
2016,Z,66035039,35–39 let,CZ0208,Nymburk,CZ020,Středočeský kraj,3681,4342
2016,Z,66035039,35–39 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,7768,8866
2016,Z,66035039,35–39 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,6086,6922
2016,Z,66035039,35–39 let,CZ020B,Příbram,CZ020,Středočeský kraj,3735,4404
2016,Z,66035039,35–39 let,CZ020C,Rakovník,CZ020,Středočeský kraj,1725,2039
2016,Z,66035039,35–39 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,6633,7588
2016,Z,66035039,35–39 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1948,2289
2016,Z,66035039,35–39 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2813,3330
2016,Z,66035039,35–39 let,CZ0314,Písek,CZ031,Jihočeský kraj,2184,2533
2016,Z,66035039,35–39 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,1563,1883
2016,Z,66035039,35–39 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,2219,2592
2016,Z,66035039,35–39 let,CZ0317,Tábor,CZ031,Jihočeský kraj,3236,3744
2016,Z,66035039,35–39 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,1842,2262
2016,Z,66035039,35–39 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,2413,2954
2016,Z,66035039,35–39 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,6384,7638
2016,Z,66035039,35–39 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,2011,2351
2016,Z,66035039,35–39 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,2677,3088
2016,Z,66035039,35–39 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,1502,1830
2016,Z,66035039,35–39 let,CZ0327,Tachov,CZ032,Plzeňský kraj,1550,1879
2016,Z,66035039,35–39 let,CZ0411,Cheb,CZ041,Karlovarský kraj,2583,3449
2016,Z,66035039,35–39 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,3343,4172
2016,Z,66035039,35–39 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,2462,3052
2016,Z,66035039,35–39 let,CZ0421,Děčín,CZ042,Ústecký kraj,3538,4501
2016,Z,66035039,35–39 let,CZ0422,Chomutov,CZ042,Ústecký kraj,3742,4595
2016,Z,66035039,35–39 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,3979,4669
2016,Z,66035039,35–39 let,CZ0424,Louny,CZ042,Ústecký kraj,2566,3183
2016,Z,66035039,35–39 let,CZ0425,Most,CZ042,Ústecký kraj,3138,3977
2016,Z,66035039,35–39 let,CZ0426,Teplice,CZ042,Ústecký kraj,3628,4651
2016,Z,66035039,35–39 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,3647,4393
2016,Z,66035039,35–39 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,3268,3965
2016,Z,66035039,35–39 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,2988,3479
2016,Z,66035039,35–39 let,CZ0513,Liberec,CZ051,Liberecký kraj,5683,6696
2016,Z,66035039,35–39 let,CZ0514,Semily,CZ051,Liberecký kraj,2231,2579
2016,Z,66035039,35–39 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,5248,6146
2016,Z,66035039,35–39 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,2413,2846
2016,Z,66035039,35–39 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,3222,3813
2016,Z,66035039,35–39 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,2488,2845
2016,Z,66035039,35–39 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,3543,4216
2016,Z,66035039,35–39 let,CZ0531,Chrudim,CZ053,Pardubický kraj,3265,3710
2016,Z,66035039,35–39 let,CZ0532,Pardubice,CZ053,Pardubický kraj,5746,6655
