"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","79170.58361"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2010","2010","2508.806085"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2011","2011","2500.157063"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2012","2012","2488.559511"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2013","2013","2782.822827"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2014","2014","2933.787575"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2015","2015","3103.884667"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2016","2016","3175.170569"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2017","2017","3234.664819"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2018","2018","3932.516284"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2019","2019","4414.90209"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2020","2020","3146.763405"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2021","2021","3931.9803"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Domácnosti","HF3","","","Česko","CZ","2022","2022","5432.200155"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","9.49122"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","9.13656965"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","10.02333"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","11.51049168"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","12.10271312"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","20.77870771"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","20.56413236"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","20.63134"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","38.6890168"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","32.8370018"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","28.6052818"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","32.0302677"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","33.49826589"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","36035.5719"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","36847.16022"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","37216.13252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","37041.35723"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","39861.13316"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","41446.92961"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","43613.74118"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","45433.81856"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","49334.52551"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","55142.21043"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","62457.05389"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","68396.76195"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Specializovaná ambulantní léčebná péče","HC133","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","79137.08534"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2010","2010","84.453285"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2011","2011","89.47275723"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2012","2012","82.80013566"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2013","2013","89.12651949"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2014","2014","91.80064049"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2015","2015","98.93630198"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2016","2016","106.0788976"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2017","2017","120.1066932"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2018","2018","137.6327122"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2019","2019","133.8196827"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2020","2020","173.7745129"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2021","2021","137.8759969"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Celkem","0","","","Česko","CZ","2022","2022","159.6599488"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","84.453285"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","89.47275723"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","82.80013566"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","89.12651949"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","91.80064049"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","98.93630198"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","106.0788976"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","120.1066932"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","137.6327122"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","133.8196827"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","173.7745129"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","137.8759969"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","159.6599488"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","73.8034"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","78.58301695"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","71.80135"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","78.1793866"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","80.02015633"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","86.68715453"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","93.18937477"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","105.4785142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","123.2693762"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","118.6833077"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","155.9150789"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","120.2935199"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","141.7302368"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","10.649885"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","10.88974028"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","10.99878566"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","10.94713289"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","11.78048416"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","12.24914745"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","12.88952286"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","14.628179"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","14.363336"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","15.136375"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","17.859434"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","17.582477"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","Ostatní ambulantní léčebná péče","HC139","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","17.929712"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2010","2010","44319.10204"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2011","2011","44616.78183"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2012","2012","46489.85456"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2013","2013","44639.74796"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2014","2014","44490.02665"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2015","2015","44757.29799"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2016","2016","45626.76869"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2017","2017","46161.08837"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2018","2018","47462.85348"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2019","2019","49948.17459"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2020","2020","51391.28514"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2021","2021","52498.96165"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Celkem","0","","","Česko","CZ","2022","2022","56248.77472"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","35153.63794"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","35049.94782"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","37042.17192"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","35556.66853"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","34784.63662"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","34877.14826"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","35498.44852"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léky a zdravotnické prostředky","HC5","Léky a zdravotnický materiál ","HC51","Léky na předpis","HC511","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","35330.56359"
