"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2022","2022","653.6552083"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2010","2010","874.3809312"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2011","2011","899.2592228"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2012","2012","619.7452123"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2013","2013","536.8735332"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2014","2014","596.4662431"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2015","2015","788.60998"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2016","2016","860.8055353"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2017","2017","899.9099249"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2018","2018","1048.741919"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2019","2019","1136.480867"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2020","2020","1242.269268"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2021","2021","1085.127449"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Ostatní zdravotní péče","HCUNK","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2022","2022","1111.158837"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2010","2010","75017.59039"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2011","2011","75492.66908"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2012","2012","77069.26115"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2013","2013","77099.47047"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2014","2014","83221.74095"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2015","2015","85419.69454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2016","2016","89608.06409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2017","2017","94621.81701"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2018","2018","103061.2335"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2019","2019","112031.5288"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2020","2020","149691.0001"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2021","2021","155602.5881"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Celkem","0","","","Česko","CZ","2022","2022","155991.8702"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","74266.4249"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","74568.80437"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","75456.57383"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","75482.32494"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","81657.29242"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","84062.28036"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","88318.5895"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","93511.35865"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","101761.4795"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","110465.4192"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","148810.3906"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","154200.0446"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","153957.1253"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2010","2010","423.2080975"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2011","2011","468.2522749"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2012","2012","921.0291142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2013","2013","945.6800335"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2014","2014","760.9180904"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2015","2015","537.4195919"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2016","2016","403.3099239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2017","2017","37.70809008"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2018","2018","24.28476142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2019","2019","11.69725703"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2020","2020","8.941477454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2021","2021","18.817239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","","","Česko","CZ","2022","2022","10.5950783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","327.9573963"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","455.6124337"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","691.658203"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","671.4654971"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","803.5304359"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","819.9945909"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","886.1646705"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","1072.750266"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","1275.469203"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","1554.41233"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","871.6680453"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","1383.726259"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","2024.14975"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","3661.87137"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","2374.104563"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","2538.946"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","2907.134618"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","3557.310618"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","2855.245047"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","2866.116813"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","3983.880034"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","3994.726555"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","4218.599728"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","22307.99768"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","17045.73247"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","5190.560866"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","70604.55353"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","72194.69981"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","72917.62783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","72575.19032"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","78099.9818"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","81207.03531"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","85452.47268"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","89527.47862"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","97766.75296"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","106246.8195"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","126502.3929"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","137154.3121"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","148766.5645"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2010","2010","405.3332799"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2011","2011","449.8688747"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2012","2012","489.9699968"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2013","2013","447.1546098"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2014","2014","507.8243652"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2015","2015","384.7521268"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2016","2016","365.0178628"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2010","2010","17.87481756"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2011","2011","18.38340015"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2012","2012","431.0591174"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2013","2013","498.5254237"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2014","2014","253.0937252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2015","2015","152.6674651"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2016","2016","38.29206118"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2017","2017","37.70809008"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2018","2018","24.28476142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2019","2019","11.69725703"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2020","2020","8.941477454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2021","2021","18.817239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Lůžková léčebná péče","HC11","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2022","2022","10.5950783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2010","2010","4233.68248"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2011","2011","4329.032909"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2012","2012","4372.382064"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2013","2013","4351.848378"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2014","2014","4683.133143"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2015","2015","4869.442344"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2016","2016","5124.012807"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2017","2017","5537.302895"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2018","2018","5764.614958"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2019","2019","6280.810407"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2020","2020","7280.347545"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2021","2021","7483.593716"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Celkem","0","","","Česko","CZ","2022","2022","7799.41501"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","4233.68248"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","4329.032909"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","4372.382064"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","4351.848378"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","4683.133143"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","4869.442344"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","5124.012807"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","5537.302895"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","5764.614958"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","6280.810407"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","7280.347545"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","7483.593716"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","7799.41501"
