rok,pohlavi,vek_kod,vek_nazev,okres_lau_kod,okres_nazev,kraj_nuts_kod,kraj_nazev,pocet_vysetreni
2014,Z,66075079,75–79 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,274
2014,Z,66075079,75–79 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,131
2014,Z,66075079,75–79 let,CZ0327,Tachov,CZ032,Plzeňský kraj,243
2014,Z,66075079,75–79 let,CZ0411,Cheb,CZ041,Karlovarský kraj,214
2014,Z,66075079,75–79 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,450
2014,Z,66075079,75–79 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,401
2014,Z,66075079,75–79 let,CZ0421,Děčín,CZ042,Ústecký kraj,371
2014,Z,66075079,75–79 let,CZ0422,Chomutov,CZ042,Ústecký kraj,418
2014,Z,66075079,75–79 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,466
2014,Z,66075079,75–79 let,CZ0424,Louny,CZ042,Ústecký kraj,240
2014,Z,66075079,75–79 let,CZ0425,Most,CZ042,Ústecký kraj,343
2014,Z,66075079,75–79 let,CZ0426,Teplice,CZ042,Ústecký kraj,320
2014,Z,66075079,75–79 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,410
2014,Z,66075079,75–79 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,237
2014,Z,66075079,75–79 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,384
2014,Z,66075079,75–79 let,CZ0513,Liberec,CZ051,Liberecký kraj,563
2014,Z,66075079,75–79 let,CZ0514,Semily,CZ051,Liberecký kraj,278
2014,Z,66075079,75–79 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,638
2014,Z,66075079,75–79 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,226
2014,Z,66075079,75–79 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,499
2014,Z,66075079,75–79 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,250
2014,Z,66075079,75–79 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,320
2014,Z,66075079,75–79 let,CZ0531,Chrudim,CZ053,Pardubický kraj,401
2014,Z,66075079,75–79 let,CZ0532,Pardubice,CZ053,Pardubický kraj,591
2014,Z,66075079,75–79 let,CZ0533,Svitavy,CZ053,Pardubický kraj,347
2014,Z,66075079,75–79 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,496
2014,Z,66075079,75–79 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,352
2014,Z,66075079,75–79 let,CZ0632,Jihlava,CZ063,Vysočina,358
2014,Z,66075079,75–79 let,CZ0633,Pelhřimov,CZ063,Vysočina,212
2014,Z,66075079,75–79 let,CZ0634,Třebíč,CZ063,Vysočina,497
2014,Z,66075079,75–79 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,392
2014,Z,66075079,75–79 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,329
2014,Z,66075079,75–79 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,1807
2014,Z,66075079,75–79 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,666
2014,Z,66075079,75–79 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,277
2014,Z,66075079,75–79 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,337
2014,Z,66075079,75–79 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,195
2014,Z,66075079,75–79 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,280
2014,Z,66075079,75–79 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,94
2014,Z,66075079,75–79 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,1270
2014,Z,66075079,75–79 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,447
2014,Z,66075079,75–79 let,CZ0714,Přerov,CZ071,Olomoucký kraj,473
2014,Z,66075079,75–79 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,529
2014,Z,66075079,75–79 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,333
2014,Z,66075079,75–79 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,484
2014,Z,66075079,75–79 let,CZ0723,Vsetín,CZ072,Zlínský kraj,566
2014,Z,66075079,75–79 let,CZ0724,Zlín,CZ072,Zlínský kraj,673
2014,Z,66075079,75–79 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,327
2014,Z,66075079,75–79 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,563
2014,Z,66075079,75–79 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,875
2014,Z,66075079,75–79 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,594
2014,Z,66075079,75–79 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,668
2014,Z,66075079,75–79 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,1257
2014,Z,66080084,80–84 let,CZ0100,Praha,CZ010,Hlavní město Praha,2528
2014,Z,66080084,80–84 let,CZ0201,Benešov,CZ020,Středočeský kraj,167
2014,Z,66080084,80–84 let,CZ0202,Beroun,CZ020,Středočeský kraj,81
2014,Z,66080084,80–84 let,CZ0203,Kladno,CZ020,Středočeský kraj,180
2014,Z,66080084,80–84 let,CZ0204,Kolín,CZ020,Středočeský kraj,111
2014,Z,66080084,80–84 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,89
2014,Z,66080084,80–84 let,CZ0206,Mělník,CZ020,Středočeský kraj,124
2014,Z,66080084,80–84 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,288
2014,Z,66080084,80–84 let,CZ0208,Nymburk,CZ020,Středočeský kraj,111
2014,Z,66080084,80–84 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,168
2014,Z,66080084,80–84 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,142
2014,Z,66080084,80–84 let,CZ020B,Příbram,CZ020,Středočeský kraj,158
2014,Z,66080084,80–84 let,CZ020C,Rakovník,CZ020,Středočeský kraj,87
2014,Z,66080084,80–84 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,297
2014,Z,66080084,80–84 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,76
2014,Z,66080084,80–84 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,172
2014,Z,66080084,80–84 let,CZ0314,Písek,CZ031,Jihočeský kraj,97
2014,Z,66080084,80–84 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,38
2014,Z,66080084,80–84 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,63
2014,Z,66080084,80–84 let,CZ0317,Tábor,CZ031,Jihočeský kraj,262
2014,Z,66080084,80–84 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,88
2014,Z,66080084,80–84 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,122
2014,Z,66080084,80–84 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,466
2014,Z,66080084,80–84 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,112
2014,Z,66080084,80–84 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,126
2014,Z,66080084,80–84 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,66
2014,Z,66080084,80–84 let,CZ0327,Tachov,CZ032,Plzeňský kraj,83
2014,Z,66080084,80–84 let,CZ0411,Cheb,CZ041,Karlovarský kraj,87
2014,Z,66080084,80–84 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,176
2014,Z,66080084,80–84 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,99
2014,Z,66080084,80–84 let,CZ0421,Děčín,CZ042,Ústecký kraj,155
2014,Z,66080084,80–84 let,CZ0422,Chomutov,CZ042,Ústecký kraj,141
2014,Z,66080084,80–84 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,196
2014,Z,66080084,80–84 let,CZ0424,Louny,CZ042,Ústecký kraj,77
2014,Z,66080084,80–84 let,CZ0425,Most,CZ042,Ústecký kraj,123
2014,Z,66080084,80–84 let,CZ0426,Teplice,CZ042,Ústecký kraj,95
2014,Z,66080084,80–84 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,156
2014,Z,66080084,80–84 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,81
2014,Z,66080084,80–84 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,153
2014,Z,66080084,80–84 let,CZ0513,Liberec,CZ051,Liberecký kraj,232
2014,Z,66080084,80–84 let,CZ0514,Semily,CZ051,Liberecký kraj,130
2014,Z,66080084,80–84 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,273
2014,Z,66080084,80–84 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,102
2014,Z,66080084,80–84 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,195
2014,Z,66080084,80–84 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,99
2014,Z,66080084,80–84 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,151
2014,Z,66080084,80–84 let,CZ0531,Chrudim,CZ053,Pardubický kraj,138
2014,Z,66080084,80–84 let,CZ0532,Pardubice,CZ053,Pardubický kraj,257
2014,Z,66080084,80–84 let,CZ0533,Svitavy,CZ053,Pardubický kraj,144
2014,Z,66080084,80–84 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,191
2014,Z,66080084,80–84 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,146
2014,Z,66080084,80–84 let,CZ0632,Jihlava,CZ063,Vysočina,150
2014,Z,66080084,80–84 let,CZ0633,Pelhřimov,CZ063,Vysočina,75
2014,Z,66080084,80–84 let,CZ0634,Třebíč,CZ063,Vysočina,215
2014,Z,66080084,80–84 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,148
2014,Z,66080084,80–84 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,149
2014,Z,66080084,80–84 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,856
2014,Z,66080084,80–84 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,299
2014,Z,66080084,80–84 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,101
2014,Z,66080084,80–84 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,142
2014,Z,66080084,80–84 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,79
2014,Z,66080084,80–84 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,126
2014,Z,66080084,80–84 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,24
2014,Z,66080084,80–84 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,629
2014,Z,66080084,80–84 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,160
2014,Z,66080084,80–84 let,CZ0714,Přerov,CZ071,Olomoucký kraj,174
2014,Z,66080084,80–84 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,282
2014,Z,66080084,80–84 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,123
2014,Z,66080084,80–84 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,206
2014,Z,66080084,80–84 let,CZ0723,Vsetín,CZ072,Zlínský kraj,220
2014,Z,66080084,80–84 let,CZ0724,Zlín,CZ072,Zlínský kraj,283
2014,Z,66080084,80–84 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,101
2014,Z,66080084,80–84 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,207
2014,Z,66080084,80–84 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,296
2014,Z,66080084,80–84 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,193
2014,Z,66080084,80–84 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,220
2014,Z,66080084,80–84 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,503
2014,Z,66085999,85 let a více,CZ0100,Praha,CZ010,Hlavní město Praha,931
2014,Z,66085999,85 let a více,CZ0201,Benešov,CZ020,Středočeský kraj,49
2014,Z,66085999,85 let a více,CZ0202,Beroun,CZ020,Středočeský kraj,25
2014,Z,66085999,85 let a více,CZ0203,Kladno,CZ020,Středočeský kraj,48
2014,Z,66085999,85 let a více,CZ0204,Kolín,CZ020,Středočeský kraj,24
2014,Z,66085999,85 let a více,CZ0205,Kutná Hora,CZ020,Středočeský kraj,27
2014,Z,66085999,85 let a více,CZ0206,Mělník,CZ020,Středočeský kraj,56
2014,Z,66085999,85 let a více,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,61
2014,Z,66085999,85 let a více,CZ0208,Nymburk,CZ020,Středočeský kraj,37
2014,Z,66085999,85 let a více,CZ0209,Praha-východ,CZ020,Středočeský kraj,37
2014,Z,66085999,85 let a více,CZ020A,Praha-západ,CZ020,Středočeský kraj,35
2014,Z,66085999,85 let a více,CZ020B,Příbram,CZ020,Středočeský kraj,36
2014,Z,66085999,85 let a více,CZ020C,Rakovník,CZ020,Středočeský kraj,23
2014,Z,66085999,85 let a více,CZ0311,České Budějovice,CZ031,Jihočeský kraj,68
2014,Z,66085999,85 let a více,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,24
2014,Z,66085999,85 let a více,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,30
2014,Z,66085999,85 let a více,CZ0314,Písek,CZ031,Jihočeský kraj,25
2014,Z,66085999,85 let a více,CZ0315,Prachatice,CZ031,Jihočeský kraj,7
2014,Z,66085999,85 let a více,CZ0316,Strakonice,CZ031,Jihočeský kraj,23
2014,Z,66085999,85 let a více,CZ0317,Tábor,CZ031,Jihočeský kraj,57
2014,Z,66085999,85 let a více,CZ0321,Domažlice,CZ032,Plzeňský kraj,23
2014,Z,66085999,85 let a více,CZ0322,Klatovy,CZ032,Plzeňský kraj,29
2014,Z,66085999,85 let a více,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,126
2014,Z,66085999,85 let a více,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,20
2014,Z,66085999,85 let a více,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,21
2014,Z,66085999,85 let a více,CZ0326,Rokycany,CZ032,Plzeňský kraj,12
2014,Z,66085999,85 let a více,CZ0327,Tachov,CZ032,Plzeňský kraj,22
2014,Z,66085999,85 let a více,CZ0411,Cheb,CZ041,Karlovarský kraj,31
2014,Z,66085999,85 let a více,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,47
2014,Z,66085999,85 let a více,CZ0413,Sokolov,CZ041,Karlovarský kraj,20
2014,Z,66085999,85 let a více,CZ0421,Děčín,CZ042,Ústecký kraj,30
2014,Z,66085999,85 let a více,CZ0422,Chomutov,CZ042,Ústecký kraj,47
2014,Z,66085999,85 let a více,CZ0423,Litoměřice,CZ042,Ústecký kraj,61
2014,Z,66085999,85 let a více,CZ0424,Louny,CZ042,Ústecký kraj,34
2014,Z,66085999,85 let a více,CZ0425,Most,CZ042,Ústecký kraj,34
2014,Z,66085999,85 let a více,CZ0426,Teplice,CZ042,Ústecký kraj,17
2014,Z,66085999,85 let a více,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,40
2014,Z,66085999,85 let a více,CZ0511,Česká Lípa,CZ051,Liberecký kraj,23
2014,Z,66085999,85 let a více,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,49
2014,Z,66085999,85 let a více,CZ0513,Liberec,CZ051,Liberecký kraj,72
2014,Z,66085999,85 let a více,CZ0514,Semily,CZ051,Liberecký kraj,24
2014,Z,66085999,85 let a více,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,84
2014,Z,66085999,85 let a více,CZ0522,Jičín,CZ052,Královéhradecký kraj,31
2014,Z,66085999,85 let a více,CZ0523,Náchod,CZ052,Královéhradecký kraj,73
2014,Z,66085999,85 let a více,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,26
2014,Z,66085999,85 let a více,CZ0525,Trutnov,CZ052,Královéhradecký kraj,50
2014,Z,66085999,85 let a více,CZ0531,Chrudim,CZ053,Pardubický kraj,19
2014,Z,66085999,85 let a více,CZ0532,Pardubice,CZ053,Pardubický kraj,70
2014,Z,66085999,85 let a více,CZ0533,Svitavy,CZ053,Pardubický kraj,37
2014,Z,66085999,85 let a více,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,48
2014,Z,66085999,85 let a více,CZ0631,Havlíčkův Brod,CZ063,Vysočina,29
2014,Z,66085999,85 let a více,CZ0632,Jihlava,CZ063,Vysočina,51
2014,Z,66085999,85 let a více,CZ0633,Pelhřimov,CZ063,Vysočina,20
2014,Z,66085999,85 let a více,CZ0634,Třebíč,CZ063,Vysočina,71
2014,Z,66085999,85 let a více,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,27
2014,Z,66085999,85 let a více,CZ0641,Blansko,CZ064,Jihomoravský kraj,40
2014,Z,66085999,85 let a více,CZ0642,Brno-město,CZ064,Jihomoravský kraj,313
2014,Z,66085999,85 let a více,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,88
2014,Z,66085999,85 let a více,CZ0644,Břeclav,CZ064,Jihomoravský kraj,15
2014,Z,66085999,85 let a více,CZ0645,Hodonín,CZ064,Jihomoravský kraj,29
2014,Z,66085999,85 let a více,CZ0646,Vyškov,CZ064,Jihomoravský kraj,32
2014,Z,66085999,85 let a více,CZ0647,Znojmo,CZ064,Jihomoravský kraj,34
2014,Z,66085999,85 let a více,CZ0711,Jeseník,CZ071,Olomoucký kraj,12
2014,Z,66085999,85 let a více,CZ0712,Olomouc,CZ071,Olomoucký kraj,203
2014,Z,66085999,85 let a více,CZ0713,Prostějov,CZ071,Olomoucký kraj,48
2014,Z,66085999,85 let a více,CZ0714,Přerov,CZ071,Olomoucký kraj,45
2014,Z,66085999,85 let a více,CZ0715,Šumperk,CZ071,Olomoucký kraj,116
2014,Z,66085999,85 let a více,CZ0721,Kroměříž,CZ072,Zlínský kraj,48
2014,Z,66085999,85 let a více,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,39
2014,Z,66085999,85 let a více,CZ0723,Vsetín,CZ072,Zlínský kraj,52
2014,Z,66085999,85 let a více,CZ0724,Zlín,CZ072,Zlínský kraj,80
2014,Z,66085999,85 let a více,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,40
2014,Z,66085999,85 let a více,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,56
2014,Z,66085999,85 let a více,CZ0803,Karviná,CZ080,Moravskoslezský kraj,80
2014,Z,66085999,85 let a více,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,46
2014,Z,66085999,85 let a více,CZ0805,Opava,CZ080,Moravskoslezský kraj,64
2014,Z,66085999,85 let a více,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,165
2015,Z,66015019,15–19 let,CZ0100,Praha,CZ010,Hlavní město Praha,5300
2015,Z,66015019,15–19 let,CZ0201,Benešov,CZ020,Středočeský kraj,639
2015,Z,66015019,15–19 let,CZ0202,Beroun,CZ020,Středočeský kraj,546
2015,Z,66015019,15–19 let,CZ0203,Kladno,CZ020,Středočeský kraj,1159
2015,Z,66015019,15–19 let,CZ0204,Kolín,CZ020,Středočeský kraj,731
2015,Z,66015019,15–19 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,580
2015,Z,66015019,15–19 let,CZ0206,Mělník,CZ020,Středočeský kraj,761
2015,Z,66015019,15–19 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,872
2015,Z,66015019,15–19 let,CZ0208,Nymburk,CZ020,Středočeský kraj,616
2015,Z,66015019,15–19 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,1006
2015,Z,66015019,15–19 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,813
2015,Z,66015019,15–19 let,CZ020B,Příbram,CZ020,Středočeský kraj,813
2015,Z,66015019,15–19 let,CZ020C,Rakovník,CZ020,Středočeský kraj,456
2015,Z,66015019,15–19 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,1327
2015,Z,66015019,15–19 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,526
2015,Z,66015019,15–19 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,739
2015,Z,66015019,15–19 let,CZ0314,Písek,CZ031,Jihočeský kraj,459
2015,Z,66015019,15–19 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,305
2015,Z,66015019,15–19 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,493
2015,Z,66015019,15–19 let,CZ0317,Tábor,CZ031,Jihočeský kraj,773
2015,Z,66015019,15–19 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,442
2015,Z,66015019,15–19 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,606
2015,Z,66015019,15–19 let,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,1126
2015,Z,66015019,15–19 let,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,449
2015,Z,66015019,15–19 let,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,662
2015,Z,66015019,15–19 let,CZ0326,Rokycany,CZ032,Plzeňský kraj,386
2015,Z,66015019,15–19 let,CZ0327,Tachov,CZ032,Plzeňský kraj,401
2015,Z,66015019,15–19 let,CZ0411,Cheb,CZ041,Karlovarský kraj,646
2015,Z,66015019,15–19 let,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,894
2015,Z,66015019,15–19 let,CZ0413,Sokolov,CZ041,Karlovarský kraj,722
2015,Z,66015019,15–19 let,CZ0421,Děčín,CZ042,Ústecký kraj,1080
2015,Z,66015019,15–19 let,CZ0422,Chomutov,CZ042,Ústecký kraj,1068
2015,Z,66015019,15–19 let,CZ0423,Litoměřice,CZ042,Ústecký kraj,886
2015,Z,66015019,15–19 let,CZ0424,Louny,CZ042,Ústecký kraj,724
2015,Z,66015019,15–19 let,CZ0425,Most,CZ042,Ústecký kraj,881
2015,Z,66015019,15–19 let,CZ0426,Teplice,CZ042,Ústecký kraj,909
2015,Z,66015019,15–19 let,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,883
2015,Z,66015019,15–19 let,CZ0511,Česká Lípa,CZ051,Liberecký kraj,925
2015,Z,66015019,15–19 let,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,701
2015,Z,66015019,15–19 let,CZ0513,Liberec,CZ051,Liberecký kraj,1323
2015,Z,66015019,15–19 let,CZ0514,Semily,CZ051,Liberecký kraj,545
2015,Z,66015019,15–19 let,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,1063
2015,Z,66015019,15–19 let,CZ0522,Jičín,CZ052,Královéhradecký kraj,605
2015,Z,66015019,15–19 let,CZ0523,Náchod,CZ052,Královéhradecký kraj,954
2015,Z,66015019,15–19 let,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,653
2015,Z,66015019,15–19 let,CZ0525,Trutnov,CZ052,Královéhradecký kraj,893
2015,Z,66015019,15–19 let,CZ0531,Chrudim,CZ053,Pardubický kraj,871
2015,Z,66015019,15–19 let,CZ0532,Pardubice,CZ053,Pardubický kraj,1218
2015,Z,66015019,15–19 let,CZ0533,Svitavy,CZ053,Pardubický kraj,729
2015,Z,66015019,15–19 let,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,971
2015,Z,66015019,15–19 let,CZ0631,Havlíčkův Brod,CZ063,Vysočina,631
2015,Z,66015019,15–19 let,CZ0632,Jihlava,CZ063,Vysočina,728
2015,Z,66015019,15–19 let,CZ0633,Pelhřimov,CZ063,Vysočina,542
2015,Z,66015019,15–19 let,CZ0634,Třebíč,CZ063,Vysočina,802
2015,Z,66015019,15–19 let,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,742
2015,Z,66015019,15–19 let,CZ0641,Blansko,CZ064,Jihomoravský kraj,661
2015,Z,66015019,15–19 let,CZ0642,Brno-město,CZ064,Jihomoravský kraj,1808
2015,Z,66015019,15–19 let,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,1283
2015,Z,66015019,15–19 let,CZ0644,Břeclav,CZ064,Jihomoravský kraj,806
2015,Z,66015019,15–19 let,CZ0645,Hodonín,CZ064,Jihomoravský kraj,958
2015,Z,66015019,15–19 let,CZ0646,Vyškov,CZ064,Jihomoravský kraj,585
2015,Z,66015019,15–19 let,CZ0647,Znojmo,CZ064,Jihomoravský kraj,854
2015,Z,66015019,15–19 let,CZ0711,Jeseník,CZ071,Olomoucký kraj,259
2015,Z,66015019,15–19 let,CZ0712,Olomouc,CZ071,Olomoucký kraj,1585
2015,Z,66015019,15–19 let,CZ0713,Prostějov,CZ071,Olomoucký kraj,824
2015,Z,66015019,15–19 let,CZ0714,Přerov,CZ071,Olomoucký kraj,941
2015,Z,66015019,15–19 let,CZ0715,Šumperk,CZ071,Olomoucký kraj,920
2015,Z,66015019,15–19 let,CZ0721,Kroměříž,CZ072,Zlínský kraj,694
2015,Z,66015019,15–19 let,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,915
2015,Z,66015019,15–19 let,CZ0723,Vsetín,CZ072,Zlínský kraj,960
2015,Z,66015019,15–19 let,CZ0724,Zlín,CZ072,Zlínský kraj,1129
2015,Z,66015019,15–19 let,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,759
2015,Z,66015019,15–19 let,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,1270
2015,Z,66015019,15–19 let,CZ0803,Karviná,CZ080,Moravskoslezský kraj,1764
2015,Z,66015019,15–19 let,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,1095
2015,Z,66015019,15–19 let,CZ0805,Opava,CZ080,Moravskoslezský kraj,1173
2015,Z,66015019,15–19 let,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,2172
2015,Z,66020024,20–24 let,CZ0100,Praha,CZ010,Hlavní město Praha,16114
2015,Z,66020024,20–24 let,CZ0201,Benešov,CZ020,Středočeský kraj,1529
2015,Z,66020024,20–24 let,CZ0202,Beroun,CZ020,Středočeský kraj,1347
2015,Z,66020024,20–24 let,CZ0203,Kladno,CZ020,Středočeský kraj,2597
2015,Z,66020024,20–24 let,CZ0204,Kolín,CZ020,Středočeský kraj,1569
2015,Z,66020024,20–24 let,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1293
2015,Z,66020024,20–24 let,CZ0206,Mělník,CZ020,Středočeský kraj,1744
2015,Z,66020024,20–24 let,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2176
2015,Z,66020024,20–24 let,CZ0208,Nymburk,CZ020,Středočeský kraj,1487
2015,Z,66020024,20–24 let,CZ0209,Praha-východ,CZ020,Středočeský kraj,2260
2015,Z,66020024,20–24 let,CZ020A,Praha-západ,CZ020,Středočeský kraj,1798
2015,Z,66020024,20–24 let,CZ020B,Příbram,CZ020,Středočeský kraj,1757
2015,Z,66020024,20–24 let,CZ020C,Rakovník,CZ020,Středočeský kraj,962
2015,Z,66020024,20–24 let,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3287
2015,Z,66020024,20–24 let,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1113
2015,Z,66020024,20–24 let,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1537
2015,Z,66020024,20–24 let,CZ0314,Písek,CZ031,Jihočeský kraj,1118
2015,Z,66020024,20–24 let,CZ0315,Prachatice,CZ031,Jihočeský kraj,791
2015,Z,66020024,20–24 let,CZ0316,Strakonice,CZ031,Jihočeský kraj,1151
2015,Z,66020024,20–24 let,CZ0317,Tábor,CZ031,Jihočeský kraj,1799
2015,Z,66020024,20–24 let,CZ0321,Domažlice,CZ032,Plzeňský kraj,1081
2015,Z,66020024,20–24 let,CZ0322,Klatovy,CZ032,Plzeňský kraj,1357
