"Ukazatel","IndicatorType","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Poskytovatel zdravotní péče-Úroveň 1","HP.HPU1","Poskytovatel zdravotní péče-Úroveň 2","HP.HPU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2019","2019","1136.480867"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2020","2020","1242.269268"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2021","2021","1085.127449"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2022","2022","1111.158837"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2010","2010","17.87481756"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2011","2011","18.38340015"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2012","2012","431.0591174"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2013","2013","498.5254237"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2014","2014","253.0937252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2015","2015","152.6674651"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2016","2016","38.29206118"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2017","2017","37.70809008"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2018","2018","24.28476142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2019","2019","11.69725703"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2020","2020","8.941477454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2021","2021","18.817239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2022","2022","10.5950783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2010","2010","13.37"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2011","2011","13.54"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2012","2012","18.55"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2013","2013","12.275"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2014","2014","15.08"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2015","2015","12.728"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2016","2016","14.333"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2017","2017","17.077"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2018","2018","20.64"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2019","2019","23.29"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2020","2020","18.719"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2021","2021","12.57629154"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Soukromé zdroje","HF2","","","Poskytovatelé správy a financování zdravotnictví","HP7","Soukromé agentury zdravotního pojištění","HP73","Česko","CZ","2022","2022","24.61494763"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2010","2010","41786"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2011","2011","43493"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2012","2012","44143"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2013","2013","44503"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2014","2014","47723"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2015","2015","49242"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2016","2016","50660"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2017","2017","53023"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2018","2018","57140"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2019","2019","63093"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2020","2020","57906"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2021","2021","72073"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Celkem","0","","","Česko","CZ","2022","2022","85321"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2010","2010","1402.627043"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2011","2011","1948.589445"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2012","2012","2958.123559"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2013","2013","2871.762234"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2014","2014","3436.585155"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2015","2015","3507"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2016","2016","3790"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2017","2017","4588"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2018","2018","5455"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2019","2019","6648"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2020","2020","3728"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2021","2021","5918"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","","","Česko","CZ","2022","2022","8657"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2010","2010","10.37295654"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2011","2011","14.41055463"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2012","2012","21.87644054"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2013","2013","21.23776594"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2014","2014","25.41484468"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2015","2015","35"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2016","2016","42"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2017","2017","31"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2018","2018","37"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2019","2019","42"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2020","2020","30"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2021","2021","25"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2022","2022","52"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2010","2010","12763"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2011","2011","12719"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2012","2012","12660"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2013","2013","14157"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2014","2014","14925"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2015","2015","15387"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2016","2016","16064"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2017","2017","16409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2018","2018","18251"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2019","2019","20431"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2020","2020","16220"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2021","2021","23155"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2022","2022","30067"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2010","2010","687"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2011","2011","709"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2012","2012","751"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2013","2013","772"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2014","2014","827"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2015","2015","886"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2016","2016","942"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2017","2017","933"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2018","2018","1249"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2019","2019","1574"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2020","2020","1281"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2021","2021","1724"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2022","2022","2074"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2010","2010","26923"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2011","2011","28102"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2012","2012","27752"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2013","2013","26681"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2014","2014","28509"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2015","2015","29427"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2016","2016","29822"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2017","2017","31062"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2018","2018","32148"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2019","2019","34398"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2020","2020","36647"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2021","2021","41251"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2022","2022","44471"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2010","2010","327.9573963"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2011","2011","455.6124337"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2012","2012","691.658203"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2013","2013","671.4654971"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2014","2014","803.5304359"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2015","2015","819.9945909"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2016","2016","886.1646705"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2017","2017","1072.750266"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2018","2018","1275.469203"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2019","2019","1554.41233"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2020","2020","871.6680453"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2021","2021","1383.726259"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2022","2022","2024.14975"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2010","2010","1074.669647"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2011","2011","1492.977012"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2012","2012","2266.465356"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2013","2013","2200.296737"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2014","2014","2633.054719"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2015","2015","2687.005409"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2016","2016","2903.835329"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2017","2017","3515.249734"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2018","2018","4179.530797"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2019","2019","5093.58767"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2020","2020","2856.331955"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2021","2021","4534.273741"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2022","2022","6632.85025"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2010","2010","10.37295654"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2011","2011","14.41055463"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2012","2012","21.87644054"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2013","2013","21.23776594"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2014","2014","25.41484468"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2015","2015","35"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2016","2016","42"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2017","2017","31"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2018","2018","37"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2019","2019","42"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2020","2020","30"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2021","2021","25"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Lůžková zařízení dlouhodobé péče","HP2","Zařízení ošetřovatelské dlouhodobé péče","HP21","Česko","CZ","2022","2022","52"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2010","2010","4675.895495"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2011","2011","4659.775508"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2012","2012","4638.16007"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2013","2013","5186.606012"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2014","2014","5467.973068"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2015","2015","5875.017671"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Domácnosti","HF3","","","Poskytovatelé ambulantní péče","HP3","Samostatné ordinace lékařů","HP31","Česko","CZ","2016","2016","5997.157604"
