"Ukazatel","IndicatorType","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Poskytovatel zdravotní péče-Úroveň 1","HP.HPU1","Poskytovatel zdravotní péče-Úroveň 2","HP.HPU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Celkem","0","","","Česko","CZ","2022","2022","507420.8441"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2010","2010","128883.4912"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2011","2011","130099.7363"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2012","2012","131874.7782"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2013","2013","131369.0173"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2014","2014","140819.987"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2015","2015","145257.4976"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2016","2016","152456.5582"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2017","2017","160439.0074"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2018","2018","173817.9959"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2019","2019","188893.2914"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2020","2020","234896.8675"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2021","2021","257849.8752"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","","","Česko","CZ","2022","2022","269262.9537"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2010","2010","19767.73687"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2011","2011","20109.65567"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2012","2012","20106.93196"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2013","2013","21049.48209"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2014","2014","22336.25226"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2015","2015","23735.35852"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2016","2016","25224.29111"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2017","2017","28300.81725"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2018","2018","32342.58673"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2019","2019","35798.15633"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2020","2020","41837.12015"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2021","2021","44932.89545"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lůžková zařízení dlouhodobé péče","HP2","","","Česko","CZ","2022","2022","46294.70922"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2010","2010","51629.13293"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2011","2011","52683.82372"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2012","2012","53260.44966"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2013","2013","52939.47533"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2014","2014","56791.16852"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2015","2015","59051.52408"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2016","2016","62059.75867"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2017","2017","66649.99748"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2018","2018","69529.32473"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2019","2019","76377.61412"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2020","2020","88460.50495"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2021","2021","97327.19844"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé ambulantní péče","HP3","","","Česko","CZ","2022","2022","103925.5717"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2010","2010","11449.94586"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2011","2011","11780.84209"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2012","2012","11931.61391"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2013","2013","11949.01254"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2014","2014","12518.33032"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2015","2015","12947.31375"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2016","2016","13614.68576"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2017","2017","14565.09744"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2018","2018","15701.42794"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2019","2019","16969.34058"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2020","2020","22449.72224"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2021","2021","25488.69309"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé doplňkových služeb","HP4","","","Česko","CZ","2022","2022","23413.41521"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2010","2010","29207.14475"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2011","2011","29217.44893"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2012","2012","30698.87193"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2013","2013","29603.6129"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2014","2014","29336.23234"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2015","2015","29567.38179"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2016","2016","30242.15073"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2017","2017","30340.92879"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2018","2018","31284.42718"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2019","2019","33324.63348"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2020","2020","35384.92164"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2021","2021","35433.04803"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Lékárny a výdejny prostředků zdravotnické techniky","HP5","","","Česko","CZ","2022","2022","26262.90417"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2010","2010","276.1834841"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2011","2011","282.4036515"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2012","2012","285.2315255"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2013","2013","283.8920144"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2014","2014","305.503314"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2015","2015","317.6571599"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2016","2016","334.2640163"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2017","2017","380.211149"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2018","2018","375.097358"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2019","2019","388.6932"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2020","2020","755.011279"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2021","2021","597.632854"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé preventivní péče","HP6","","","Česko","CZ","2022","2022","434.326178"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2010","2010","8619.18832"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2011","2011","8744.045196"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2012","2012","8615.48284"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2013","2013","8474.427337"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2014","2014","8535.548151"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2015","2015","8538.257318"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2016","2016","8568.702039"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2017","2017","8615.776852"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2018","2018","9167.194049"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2019","2019","9979.094703"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2020","2020","10774.06174"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2021","2021","11684.55574"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Poskytovatelé správy a financování zdravotnictví","HP7","","","Česko","CZ","2022","2022","11838.62833"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2010","2010","4133"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2011","2011","4252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2012","2012","4152"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2013","2013","4355"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2014","2014","4608"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2015","2015","4886"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2016","2016","5051"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2017","2017","5735.5"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2018","2018","6601.2"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2019","2019","7323"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2020","2020","8454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2021","2021","9542"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní odvětví ekonomiky","HP8","","","Česko","CZ","2022","2022","9624"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2010","2010","3185.796293"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2011","2011","2619.443566"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2012","2012","2901.968009"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2013","2013","3294.795946"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2014","2014","3042.055021"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2015","2015","3090.53108"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2016","2016","3353.354353"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2017","2017","3290.638146"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2018","2018","4268.780329"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2019","2019","5184.59402"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2020","2020","18319.14075"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2021","2021","18059.71619"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Ostatní nebo jinde nezařazené","HPUNK","","","Česko","CZ","2022","2022","16364.33557"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2010","2010","113464.1737"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2011","2011","114571.0981"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2012","2012","116282.2892"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2013","2013","115838.9234"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2014","2014","124261.7659"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2015","2015","128064.8217"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2016","2016","134368.4298"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2017","2017","141337.0701"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2018","2018","152933.4871"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2019","2019","166767.5883"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2020","2020","209588.4871"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2021","2021","228856.6621"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Všeobecné nemocnice","HP11","Česko","CZ","2022","2022","241619.3173"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2010","2010","4356.66291"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2011","2011","4454.392244"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2012","2012","4499.713091"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2013","2013","4478.008949"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2014","2014","4817.379226"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2015","2015","5008.465487"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2016","2016","5269.779278"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2017","2017","5627.39605"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2018","2018","6245.425526"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2019","2019","6187.809879"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2020","2020","7079.681453"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2021","2021","8342.879541"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Psychiatrické nemocnice","HP12","Česko","CZ","2022","2022","8608.854239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2010","2010","11062.65458"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2011","2011","11074.2459"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2012","2012","11092.77596"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2013","2013","11052.0849"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2014","2014","11740.84187"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2015","2015","12184.21046"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2016","2016","12818.34908"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2017","2017","13474.54124"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2018","2018","14639.08321"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Veřejné zdroje","HF1","","","Nemocnice","HP1","Specializované nemocnice ","HP13","Česko","CZ","2019","2019","15937.89321"
