"rok","pohlavi","vek_kod","vek_nazev","okres_lau_kod","okres_nazev","kraj_nuts_kod","kraj_nazev","pocet_vysetrenych","populace"
"2010","Z",66050100.0,"50–54 let","CZ0209","Praha-vychod","CZ020","Stredocesky kraj",1846.0,4175.0
"2010","Z",66050100.0,"50–54 let","CZ020A","Praha-zapad","CZ020","Stredocesky kraj",1545.0,3272.0
"2010","Z",66050100.0,"50–54 let","CZ020B","Pribram","CZ020","Stredocesky kraj",1868.0,3722.0
"2010","Z",66050100.0,"50–54 let","CZ020C","Rakovnik","CZ020","Stredocesky kraj",959.0,1815.0
"2010","Z",66050100.0,"50–54 let","CZ0311","Ceske Budejovice","CZ031","Jihocesky kraj",3200.0,6204.0
"2010","Z",66050100.0,"50–54 let","CZ0312","Cesky Krumlov","CZ031","Jihocesky kraj",1071.0,2048.0
"2010","Z",66050100.0,"50–54 let","CZ0313","Jindrichuv Hradec","CZ031","Jihocesky kraj",1797.0,3083.0
"2010","Z",66050100.0,"50–54 let","CZ0314","Pisek","CZ031","Jihocesky kraj",1186.0,2383.0
"2010","Z",66050100.0,"50–54 let","CZ0315","Prachatice","CZ031","Jihocesky kraj",755.0,1733.0
"2010","Z",66050100.0,"50–54 let","CZ0316","Strakonice","CZ031","Jihocesky kraj",1093.0,2337.0
"2010","Z",66050100.0,"50–54 let","CZ0317","Tabor","CZ031","Jihocesky kraj",2058.0,3389.0
"2010","Z",66050100.0,"50–54 let","CZ0321","Domazlice","CZ032","Plzensky kraj",965.0,1996.0
"2010","Z",66050100.0,"50–54 let","CZ0322","Klatovy","CZ032","Plzensky kraj",1272.0,2905.0
"2010","Z",66050100.0,"50–54 let","CZ0323","Plzen-mesto","CZ032","Plzensky kraj",2703.0,6199.0
"2010","Z",66050100.0,"50–54 let","CZ0324","Plzen-jih","CZ032","Plzensky kraj",834.0,1850.0
"2010","Z",66050100.0,"50–54 let","CZ0325","Plzen-sever","CZ032","Plzensky kraj",1093.0,2319.0
"2010","Z",66050100.0,"50–54 let","CZ0326","Rokycany","CZ032","Plzensky kraj",607.0,1518.0
"2010","Z",66050100.0,"50–54 let","CZ0327","Tachov","CZ032","Plzensky kraj",904.0,1793.0
"2010","Z",66050100.0,"50–54 let","CZ0411","Cheb","CZ041","Karlovarsky kraj",1286.0,3205.0
"2010","Z",66050100.0,"50–54 let","CZ0412","Karlovy Vary","CZ041","Karlovarsky kraj",1627.0,3984.0
"2010","Z",66050100.0,"50–54 let","CZ0413","Sokolov","CZ041","Karlovarsky kraj",1370.0,2982.0
"2010","Z",66050100.0,"50–54 let","CZ0421","Decin","CZ042","Ustecky kraj",1462.0,3939.0
"2010","Z",66050100.0,"50–54 let","CZ0422","Chomutov","CZ042","Ustecky kraj",1800.0,4251.0
"2010","Z",66050100.0,"50–54 let","CZ0423","Litomerice","CZ042","Ustecky kraj",1825.0,3681.0
"2010","Z",66050100.0,"50–54 let","CZ0424","Louny","CZ042","Ustecky kraj",1090.0,2834.0
"2010","Z",66050100.0,"50–54 let","CZ0425","Most","CZ042","Ustecky kraj",1650.0,3666.0
"2010","Z",66050100.0,"50–54 let","CZ0426","Teplice","CZ042","Ustecky kraj",1399.0,4008.0
"2010","Z",66050100.0,"50–54 let","CZ0427","Usti nad Labem","CZ042","Ustecky kraj",1433.0,3593.0
"2010","Z",66050100.0,"50–54 let","CZ0511","Ceska Lipa","CZ051","Liberecky kraj",1291.0,3343.0
"2010","Z",66050100.0,"50–54 let","CZ0512","Jablonec nad Nisou","CZ051","Liberecky kraj",1319.0,2830.0
"2010","Z",66050100.0,"50–54 let","CZ0513","Liberec","CZ051","Liberecky kraj",1988.0,5011.0
"2010","Z",66050100.0,"50–54 let","CZ0514","Semily","CZ051","Liberecky kraj",1219.0,2366.0
"2010","Z",66050100.0,"50–54 let","CZ0521","Hradec Kralove","CZ052","Kralovehradecky kraj",2496.0,5255.0
"2010","Z",66050100.0,"50–54 let","CZ0522","Jicin","CZ052","Kralovehradecky kraj",1212.0,2508.0
"2010","Z",66050100.0,"50–54 let","CZ0523","Nachod","CZ052","Kralovehradecky kraj",1905.0,3439.0
"2010","Z",66050100.0,"50–54 let","CZ0524","Rychnov nad Kneznou","CZ052","Kralovehradecky kraj",1220.0,2456.0
"2010","Z",66050100.0,"50–54 let","CZ0525","Trutnov","CZ052","Kralovehradecky kraj",1576.0,3658.0
"2010","Z",66050100.0,"50–54 let","CZ0531","Chrudim","CZ053","Pardubicky kraj",1763.0,3339.0
"2010","Z",66050100.0,"50–54 let","CZ0532","Pardubice","CZ053","Pardubicky kraj",2706.0,5415.0
"2010","Z",66050100.0,"50–54 let","CZ0533","Svitavy","CZ053","Pardubicky kraj",1441.0,3422.0
"2010","Z",66050100.0,"50–54 let","CZ0534","Usti nad Orlici","CZ053","Pardubicky kraj",2166.0,4291.0
"2010","Z",66050100.0,"50–54 let","CZ0631","Havlickuv Brod","CZ063","Vysocina",1460.0,3066.0
"2010","Z",66050100.0,"50–54 let","CZ0632","Jihlava","CZ063","Vysocina",1642.0,3712.0
"2010","Z",66050100.0,"50–54 let","CZ0633","Pelhrimov","CZ063","Vysocina",1186.0,2332.0
"2010","Z",66050100.0,"50–54 let","CZ0634","Trebic","CZ063","Vysocina",1747.0,3706.0
"2010","Z",66050100.0,"50–54 let","CZ0635","Zdar nad Sazavou","CZ063","Vysocina",1838.0,3769.0
"2010","Z",66050100.0,"50–54 let","CZ0641","Blansko","CZ064","Jihomoravsky kraj",1363.0,3395.0
"2010","Z",66050100.0,"50–54 let","CZ0642","Brno-mesto","CZ064","Jihomoravsky kraj",5396.0,12363.0
"2010","Z",66050100.0,"50–54 let","CZ0643","Brno-venkov","CZ064","Jihomoravsky kraj",2805.0,5876.0
"2010","Z",66050100.0,"50–54 let","CZ0644","Breclav","CZ064","Jihomoravsky kraj",1802.0,3790.0
"2010","Z",66050100.0,"50–54 let","CZ0645","Hodonin","CZ064","Jihomoravsky kraj",1891.0,5314.0
"2010","Z",66050100.0,"50–54 let","CZ0646","Vyskov","CZ064","Jihomoravsky kraj",1136.0,2889.0
"2010","Z",66050100.0,"50–54 let","CZ0647","Znojmo","CZ064","Jihomoravsky kraj",1669.0,3735.0
"2010","Z",66050100.0,"50–54 let","CZ0711","Jesenik","CZ071","Olomoucky kraj",462.0,1405.0
"2010","Z",66050100.0,"50–54 let","CZ0712","Olomouc","CZ071","Olomoucky kraj",3879.0,7708.0
"2010","Z",66050100.0,"50–54 let","CZ0713","Prostejov","CZ071","Olomoucky kraj",1686.0,3524.0
"2010","Z",66050100.0,"50–54 let","CZ0714","Prerov","CZ071","Olomoucky kraj",1804.0,4416.0
"2010","Z",66050100.0,"50–54 let","CZ0715","Sumperk","CZ071","Olomoucky kraj",1901.0,4095.0
"2010","Z",66050100.0,"50–54 let","CZ0721","Kromeriz","CZ072","Zlinsky kraj",1493.0,3510.0
"2010","Z",66050100.0,"50–54 let","CZ0722","Uherske Hradiste","CZ072","Zlinsky kraj",2176.0,4814.0
"2010","Z",66050100.0,"50–54 let","CZ0723","Vsetin","CZ072","Zlinsky kraj",2154.0,4823.0
"2010","Z",66050100.0,"50–54 let","CZ0724","Zlin","CZ072","Zlinsky kraj",2580.0,6399.0
"2010","Z",66050100.0,"50–54 let","CZ0801","Bruntal","CZ080","Moravskoslezsky kraj",1524.0,3239.0
"2010","Z",66050100.0,"50–54 let","CZ0802","Frydek-Mistek","CZ080","Moravskoslezsky kraj",2821.0,6960.0
"2010","Z",66050100.0,"50–54 let","CZ0803","Karvina","CZ080","Moravskoslezsky kraj",2297.0,9152.0
"2010","Z",66050100.0,"50–54 let","CZ0804","Novy Jicin","CZ080","Moravskoslezsky kraj",2182.0,5017.0
"2010","Z",66050100.0,"50–54 let","CZ0805","Opava","CZ080","Moravskoslezsky kraj",2820.0,6125.0
"2010","Z",66050100.0,"50–54 let","CZ0806","Ostrava-mesto","CZ080","Moravskoslezsky kraj",4004.0,11084.0
"2010","Z",66055100.0,"55–59 let","CZ0100","Praha","CZ010","Hlavni mesto Praha",16650.0,46317.0
"2010","Z",66055100.0,"55–59 let","CZ0201","Benesov","CZ020","Stredocesky kraj",1521.0,3515.0
"2010","Z",66055100.0,"55–59 let","CZ0202","Beroun","CZ020","Stredocesky kraj",1207.0,3023.0
"2010","Z",66055100.0,"55–59 let","CZ0203","Kladno","CZ020","Stredocesky kraj",2214.0,5778.0
"2010","Z",66055100.0,"55–59 let","CZ0204","Kolin","CZ020","Stredocesky kraj",1339.0,3487.0
"2010","Z",66055100.0,"55–59 let","CZ0205","Kutna Hora","CZ020","Stredocesky kraj",1117.0,2686.0
"2010","Z",66055100.0,"55–59 let","CZ0206","Melnik","CZ020","Stredocesky kraj",1437.0,3693.0
"2010","Z",66055100.0,"55–59 let","CZ0207","Mlada Boleslav","CZ020","Stredocesky kraj",2083.0,4494.0
"2010","Z",66055100.0,"55–59 let","CZ0208","Nymburk","CZ020","Stredocesky kraj",1226.0,3244.0
"2010","Z",66055100.0,"55–59 let","CZ0209","Praha-vychod","CZ020","Stredocesky kraj",1845.0,4757.0
"2010","Z",66055100.0,"55–59 let","CZ020A","Praha-zapad","CZ020","Stredocesky kraj",1650.0,3912.0
"2010","Z",66055100.0,"55–59 let","CZ020B","Pribram","CZ020","Stredocesky kraj",1848.0,4200.0
"2010","Z",66055100.0,"55–59 let","CZ020C","Rakovnik","CZ020","Stredocesky kraj",1007.0,2110.0
"2010","Z",66055100.0,"55–59 let","CZ0311","Ceske Budejovice","CZ031","Jihocesky kraj",3102.0,6805.0
"2010","Z",66055100.0,"55–59 let","CZ0312","Cesky Krumlov","CZ031","Jihocesky kraj",1106.0,2215.0
"2010","Z",66055100.0,"55–59 let","CZ0313","Jindrichuv Hradec","CZ031","Jihocesky kraj",1917.0,3502.0
"2010","Z",66055100.0,"55–59 let","CZ0314","Pisek","CZ031","Jihocesky kraj",1148.0,2609.0
"2010","Z",66055100.0,"55–59 let","CZ0315","Prachatice","CZ031","Jihocesky kraj",705.0,1856.0
"2010","Z",66055100.0,"55–59 let","CZ0316","Strakonice","CZ031","Jihocesky kraj",1036.0,2652.0
"2010","Z",66055100.0,"55–59 let","CZ0317","Tabor","CZ031","Jihocesky kraj",2127.0,3885.0
"2010","Z",66055100.0,"55–59 let","CZ0321","Domazlice","CZ032","Plzensky kraj",906.0,2175.0
"2010","Z",66055100.0,"55–59 let","CZ0322","Klatovy","CZ032","Plzensky kraj",1257.0,3313.0
"2010","Z",66055100.0,"55–59 let","CZ0323","Plzen-mesto","CZ032","Plzensky kraj",2622.0,7060.0
"2010","Z",66055100.0,"55–59 let","CZ0324","Plzen-jih","CZ032","Plzensky kraj",924.0,2301.0
"2010","Z",66055100.0,"55–59 let","CZ0325","Plzen-sever","CZ032","Plzensky kraj",1144.0,2733.0
"2010","Z",66055100.0,"55–59 let","CZ0326","Rokycany","CZ032","Plzensky kraj",582.0,1734.0
"2010","Z",66055100.0,"55–59 let","CZ0327","Tachov","CZ032","Plzensky kraj",933.0,1924.0
"2010","Z",66055100.0,"55–59 let","CZ0411","Cheb","CZ041","Karlovarsky kraj",1164.0,3590.0
"2010","Z",66055100.0,"55–59 let","CZ0412","Karlovy Vary","CZ041","Karlovarsky kraj",1667.0,4629.0
"2010","Z",66055100.0,"55–59 let","CZ0413","Sokolov","CZ041","Karlovarsky kraj",1474.0,3360.0
"2010","Z",66055100.0,"55–59 let","CZ0421","Decin","CZ042","Ustecky kraj",1740.0,5334.0
"2010","Z",66055100.0,"55–59 let","CZ0422","Chomutov","CZ042","Ustecky kraj",1783.0,4667.0
"2010","Z",66055100.0,"55–59 let","CZ0423","Litomerice","CZ042","Ustecky kraj",1885.0,4420.0
"2010","Z",66055100.0,"55–59 let","CZ0424","Louny","CZ042","Ustecky kraj",1098.0,3306.0
"2010","Z",66055100.0,"55–59 let","CZ0425","Most","CZ042","Ustecky kraj",1660.0,4268.0
"2010","Z",66055100.0,"55–59 let","CZ0426","Teplice","CZ042","Ustecky kraj",1434.0,4763.0
"2010","Z",66055100.0,"55–59 let","CZ0427","Usti nad Labem","CZ042","Ustecky kraj",1545.0,4429.0
"2010","Z",66055100.0,"55–59 let","CZ0511","Ceska Lipa","CZ051","Liberecky kraj",1269.0,3874.0
"2010","Z",66055100.0,"55–59 let","CZ0512","Jablonec nad Nisou","CZ051","Liberecky kraj",1513.0,3445.0
"2010","Z",66055100.0,"55–59 let","CZ0513","Liberec","CZ051","Liberecky kraj",2187.0,6450.0
"2010","Z",66055100.0,"55–59 let","CZ0514","Semily","CZ051","Liberecky kraj",1177.0,2740.0
"2010","Z",66055100.0,"55–59 let","CZ0521","Hradec Kralove","CZ052","Kralovehradecky kraj",2590.0,6288.0
"2010","Z",66055100.0,"55–59 let","CZ0522","Jicin","CZ052","Kralovehradecky kraj",1215.0,2959.0
"2010","Z",66055100.0,"55–59 let","CZ0523","Nachod","CZ052","Kralovehradecky kraj",1999.0,4199.0
"2010","Z",66055100.0,"55–59 let","CZ0524","Rychnov nad Kneznou","CZ052","Kralovehradecky kraj",1327.0,2926.0
"2010","Z",66055100.0,"55–59 let","CZ0525","Trutnov","CZ052","Kralovehradecky kraj",1852.0,4649.0
"2010","Z",66055100.0,"55–59 let","CZ0531","Chrudim","CZ053","Pardubicky kraj",1914.0,3876.0
"2010","Z",66055100.0,"55–59 let","CZ0532","Pardubice","CZ053","Pardubicky kraj",2554.0,6275.0
"2010","Z",66055100.0,"55–59 let","CZ0533","Svitavy","CZ053","Pardubicky kraj",1504.0,3867.0
"2010","Z",66055100.0,"55–59 let","CZ0534","Usti nad Orlici","CZ053","Pardubicky kraj",2291.0,5128.0
"2010","Z",66055100.0,"55–59 let","CZ0631","Havlickuv Brod","CZ063","Vysocina",1508.0,3386.0
"2010","Z",66055100.0,"55–59 let","CZ0632","Jihlava","CZ063","Vysocina",1585.0,3913.0
"2010","Z",66055100.0,"55–59 let","CZ0633","Pelhrimov","CZ063","Vysocina",1078.0,2528.0
"2010","Z",66055100.0,"55–59 let","CZ0634","Trebic","CZ063","Vysocina",1621.0,4012.0
"2010","Z",66055100.0,"55–59 let","CZ0635","Zdar nad Sazavou","CZ063","Vysocina",1558.0,3907.0
"2010","Z",66055100.0,"55–59 let","CZ0641","Blansko","CZ064","Jihomoravsky kraj",1325.0,3845.0
"2010","Z",66055100.0,"55–59 let","CZ0642","Brno-mesto","CZ064","Jihomoravsky kraj",5260.0,13863.0
"2010","Z",66055100.0,"55–59 let","CZ0643","Brno-venkov","CZ064","Jihomoravsky kraj",2650.0,6824.0
"2010","Z",66055100.0,"55–59 let","CZ0644","Breclav","CZ064","Jihomoravsky kraj",1717.0,4231.0
"2010","Z",66055100.0,"55–59 let","CZ0645","Hodonin","CZ064","Jihomoravsky kraj",1657.0,5714.0
"2010","Z",66055100.0,"55–59 let","CZ0646","Vyskov","CZ064","Jihomoravsky kraj",1037.0,3178.0
"2010","Z",66055100.0,"55–59 let","CZ0647","Znojmo","CZ064","Jihomoravsky kraj",1523.0,4208.0
"2010","Z",66055100.0,"55–59 let","CZ0711","Jesenik","CZ071","Olomoucky kraj",475.0,1699.0
"2010","Z",66055100.0,"55–59 let","CZ0712","Olomouc","CZ071","Olomoucky kraj",3761.0,8502.0
"2010","Z",66055100.0,"55–59 let","CZ0713","Prostejov","CZ071","Olomoucky kraj",1636.0,3994.0
"2010","Z",66055100.0,"55–59 let","CZ0714","Prerov","CZ071","Olomoucky kraj",1650.0,4841.0
"2010","Z",66055100.0,"55–59 let","CZ0715","Sumperk","CZ071","Olomoucky kraj",1915.0,4747.0
"2010","Z",66055100.0,"55–59 let","CZ0721","Kromeriz","CZ072","Zlinsky kraj",1643.0,4161.0
"2010","Z",66055100.0,"55–59 let","CZ0722","Uherske Hradiste","CZ072","Zlinsky kraj",1944.0,5064.0
"2010","Z",66055100.0,"55–59 let","CZ0723","Vsetin","CZ072","Zlinsky kraj",2109.0,5227.0
"2010","Z",66055100.0,"55–59 let","CZ0724","Zlin","CZ072","Zlinsky kraj",2477.0,7362.0
"2010","Z",66055100.0,"55–59 let","CZ0801","Bruntal","CZ080","Moravskoslezsky kraj",1694.0,3951.0
"2010","Z",66055100.0,"55–59 let","CZ0802","Frydek-Mistek","CZ080","Moravskoslezsky kraj",2633.0,7685.0
"2010","Z",66055100.0,"55–59 let","CZ0803","Karvina","CZ080","Moravskoslezsky kraj",2301.0,9700.0
"2010","Z",66055100.0,"55–59 let","CZ0804","Novy Jicin","CZ080","Moravskoslezsky kraj",2193.0,5694.0
"2010","Z",66055100.0,"55–59 let","CZ0805","Opava","CZ080","Moravskoslezsky kraj",2670.0,6616.0
"2010","Z",66055100.0,"55–59 let","CZ0806","Ostrava-mesto","CZ080","Moravskoslezsky kraj",4115.0,12429.0
"2010","Z",66060100.0,"60–64 let","CZ0100","Praha","CZ010","Hlavni mesto Praha",15652.0,47810.0
"2010","Z",66060100.0,"60–64 let","CZ0201","Benesov","CZ020","Stredocesky kraj",1415.0,3634.0
"2010","Z",66060100.0,"60–64 let","CZ0202","Beroun","CZ020","Stredocesky kraj",1012.0,3084.0
"2010","Z",66060100.0,"60–64 let","CZ0203","Kladno","CZ020","Stredocesky kraj",2010.0,5956.0
"2010","Z",66060100.0,"60–64 let","CZ0204","Kolin","CZ020","Stredocesky kraj",1137.0,3595.0
"2010","Z",66060100.0,"60–64 let","CZ0205","Kutna Hora","CZ020","Stredocesky kraj",982.0,2782.0
"2010","Z",66060100.0,"60–64 let","CZ0206","Melnik","CZ020","Stredocesky kraj",1306.0,3776.0
"2010","Z",66060100.0,"60–64 let","CZ0207","Mlada Boleslav","CZ020","Stredocesky kraj",1803.0,4394.0
"2010","Z",66060100.0,"60–64 let","CZ0208","Nymburk","CZ020","Stredocesky kraj",1048.0,3381.0
"2010","Z",66060100.0,"60–64 let","CZ0209","Praha-vychod","CZ020","Stredocesky kraj",1629.0,4894.0
"2010","Z",66060100.0,"60–64 let","CZ020A","Praha-zapad","CZ020","Stredocesky kraj",1467.0,3995.0
"2010","Z",66060100.0,"60–64 let","CZ020B","Pribram","CZ020","Stredocesky kraj",1589.0,4190.0
"2010","Z",66060100.0,"60–64 let","CZ020C","Rakovnik","CZ020","Stredocesky kraj",916.0,2091.0
"2010","Z",66060100.0,"60–64 let","CZ0311","Ceske Budejovice","CZ031","Jihocesky kraj",2575.0,6693.0
"2010","Z",66060100.0,"60–64 let","CZ0312","Cesky Krumlov","CZ031","Jihocesky kraj",931.0,2198.0
"2010","Z",66060100.0,"60–64 let","CZ0313","Jindrichuv Hradec","CZ031","Jihocesky kraj",1816.0,3647.0
"2010","Z",66060100.0,"60–64 let","CZ0314","Pisek","CZ031","Jihocesky kraj",1024.0,2621.0
"2010","Z",66060100.0,"60–64 let","CZ0315","Prachatice","CZ031","Jihocesky kraj",582.0,1865.0
"2010","Z",66060100.0,"60–64 let","CZ0316","Strakonice","CZ031","Jihocesky kraj",797.0,2512.0
"2010","Z",66060100.0,"60–64 let","CZ0317","Tabor","CZ031","Jihocesky kraj",1869.0,3738.0
"2010","Z",66060100.0,"60–64 let","CZ0321","Domazlice","CZ032","Plzensky kraj",802.0,2266.0
"2010","Z",66060100.0,"60–64 let","CZ0322","Klatovy","CZ032","Plzensky kraj",1058.0,3218.0
"2010","Z",66060100.0,"60–64 let","CZ0323","Plzen-mesto","CZ032","Plzensky kraj",2453.0,7069.0
"2010","Z",66060100.0,"60–64 let","CZ0324","Plzen-jih","CZ032","Plzensky kraj",783.0,2241.0
"2010","Z",66060100.0,"60–64 let","CZ0325","Plzen-sever","CZ032","Plzensky kraj",1023.0,2708.0
"2010","Z",66060100.0,"60–64 let","CZ0326","Rokycany","CZ032","Plzensky kraj",529.0,1787.0
"2010","Z",66060100.0,"60–64 let","CZ0327","Tachov","CZ032","Plzensky kraj",826.0,1832.0
"2010","Z",66060100.0,"60–64 let","CZ0411","Cheb","CZ041","Karlovarsky kraj",1090.0,3658.0
"2010","Z",66060100.0,"60–64 let","CZ0412","Karlovy Vary","CZ041","Karlovarsky kraj",1587.0,4731.0
"2010","Z",66060100.0,"60–64 let","CZ0413","Sokolov","CZ041","Karlovarsky kraj",1402.0,3458.0
"2010","Z",66060100.0,"60–64 let","CZ0421","Decin","CZ042","Ustecky kraj",1618.0,5642.0
"2010","Z",66060100.0,"60–64 let","CZ0422","Chomutov","CZ042","Ustecky kraj",1700.0,4790.0
"2010","Z",66060100.0,"60–64 let","CZ0423","Litomerice","CZ042","Ustecky kraj",1862.0,4707.0
"2010","Z",66060100.0,"60–64 let","CZ0424","Louny","CZ042","Ustecky kraj",1010.0,3312.0
"2010","Z",66060100.0,"60–64 let","CZ0425","Most","CZ042","Ustecky kraj",1581.0,4543.0
"2010","Z",66060100.0,"60–64 let","CZ0426","Teplice","CZ042","Ustecky kraj",1352.0,5309.0
"2010","Z",66060100.0,"60–64 let","CZ0427","Usti nad Labem","CZ042","Ustecky kraj",1589.0,4962.0
"2010","Z",66060100.0,"60–64 let","CZ0511","Ceska Lipa","CZ051","Liberecky kraj",1218.0,4096.0
"2010","Z",66060100.0,"60–64 let","CZ0512","Jablonec nad Nisou","CZ051","Liberecky kraj",1516.0,3742.0
"2010","Z",66060100.0,"60–64 let","CZ0513","Liberec","CZ051","Liberecky kraj",2241.0,7015.0
"2010","Z",66060100.0,"60–64 let","CZ0514","Semily","CZ051","Liberecky kraj",1090.0,2748.0
"2010","Z",66060100.0,"60–64 let","CZ0521","Hradec Kralove","CZ052","Kralovehradecky kraj",2230.0,6364.0
"2010","Z",66060100.0,"60–64 let","CZ0522","Jicin","CZ052","Kralovehradecky kraj",1060.0,3020.0
"2010","Z",66060100.0,"60–64 let","CZ0523","Nachod","CZ052","Kralovehradecky kraj",1892.0,4201.0
"2010","Z",66060100.0,"60–64 let","CZ0524","Rychnov nad Kneznou","CZ052","Kralovehradecky kraj",1160.0,2900.0
"2010","Z",66060100.0,"60–64 let","CZ0525","Trutnov","CZ052","Kralovehradecky kraj",1705.0,5073.0
"2010","Z",66060100.0,"60–64 let","CZ0531","Chrudim","CZ053","Pardubicky kraj",1650.0,3641.0
"2010","Z",66060100.0,"60–64 let","CZ0532","Pardubice","CZ053","Pardubicky kraj",2080.0,6039.0
"2010","Z",66060100.0,"60–64 let","CZ0533","Svitavy","CZ053","Pardubicky kraj",1254.0,3864.0
"2010","Z",66060100.0,"60–64 let","CZ0534","Usti nad Orlici","CZ053","Pardubicky kraj",2036.0,5101.0
"2010","Z",66060100.0,"60–64 let","CZ0631","Havlickuv Brod","CZ063","Vysocina",1388.0,3367.0
"2010","Z",66060100.0,"60–64 let","CZ0632","Jihlava","CZ063","Vysocina",1484.0,4031.0
"2010","Z",66060100.0,"60–64 let","CZ0633","Pelhrimov","CZ063","Vysocina",960.0,2670.0
"2010","Z",66060100.0,"60–64 let","CZ0634","Trebic","CZ063","Vysocina",1350.0,3816.0
"2010","Z",66060100.0,"60–64 let","CZ0635","Zdar nad Sazavou","CZ063","Vysocina",1417.0,3952.0
"2010","Z",66060100.0,"60–64 let","CZ0641","Blansko","CZ064","Jihomoravsky kraj",1130.0,3759.0
"2010","Z",66060100.0,"60–64 let","CZ0642","Brno-mesto","CZ064","Jihomoravsky kraj",4864.0,14428.0
"2010","Z",66060100.0,"60–64 let","CZ0643","Brno-venkov","CZ064","Jihomoravsky kraj",2407.0,7164.0
"2010","Z",66060100.0,"60–64 let","CZ0644","Breclav","CZ064","Jihomoravsky kraj",1436.0,4247.0
"2010","Z",66060100.0,"60–64 let","CZ0645","Hodonin","CZ064","Jihomoravsky kraj",1344.0,5412.0
"2010","Z",66060100.0,"60–64 let","CZ0646","Vyskov","CZ064","Jihomoravsky kraj",861.0,3039.0
"2010","Z",66060100.0,"60–64 let","CZ0647","Znojmo","CZ064","Jihomoravsky kraj",1324.0,4139.0
"2010","Z",66060100.0,"60–64 let","CZ0711","Jesenik","CZ071","Olomoucky kraj",416.0,1644.0
"2010","Z",66060100.0,"60–64 let","CZ0712","Olomouc","CZ071","Olomoucky kraj",3536.0,8482.0
"2010","Z",66060100.0,"60–64 let","CZ0713","Prostejov","CZ071","Olomoucky kraj",1487.0,4008.0
"2010","Z",66060100.0,"60–64 let","CZ0714","Prerov","CZ071","Olomoucky kraj",1528.0,4870.0
"2010","Z",66060100.0,"60–64 let","CZ0715","Sumperk","CZ071","Olomoucky kraj",1770.0,4835.0
"2010","Z",66060100.0,"60–64 let","CZ0721","Kromeriz","CZ072","Zlinsky kraj",1447.0,3937.0
"2010","Z",66060100.0,"60–64 let","CZ0722","Uherske Hradiste","CZ072","Zlinsky kraj",1765.0,5055.0
"2010","Z",66060100.0,"60–64 let","CZ0723","Vsetin","CZ072","Zlinsky kraj",1962.0,5216.0
"2010","Z",66060100.0,"60–64 let","CZ0724","Zlin","CZ072","Zlinsky kraj",2095.0,6800.0
"2010","Z",66060100.0,"60–64 let","CZ0801","Bruntal","CZ080","Moravskoslezsky kraj",1578.0,4013.0
"2010","Z",66060100.0,"60–64 let","CZ0802","Frydek-Mistek","CZ080","Moravskoslezsky kraj",2331.0,7549.0
"2010","Z",66060100.0,"60–64 let","CZ0803","Karvina","CZ080","Moravskoslezsky kraj",2044.0,9727.0
"2010","Z",66060100.0,"60–64 let","CZ0804","Novy Jicin","CZ080","Moravskoslezsky kraj",1978.0,5513.0
"2010","Z",66060100.0,"60–64 let","CZ0805","Opava","CZ080","Moravskoslezsky kraj",2304.0,6242.0
"2010","Z",66060100.0,"60–64 let","CZ0806","Ostrava-mesto","CZ080","Moravskoslezsky kraj",3825.0,12370.0
"2010","Z",66065100.0,"65–69 let","CZ0100","Praha","CZ010","Hlavni mesto Praha",11647.0,38948.0
"2010","Z",66065100.0,"65–69 let","CZ0201","Benesov","CZ020","Stredocesky kraj",807.0,2547.0
"2010","Z",66065100.0,"65–69 let","CZ0202","Beroun","CZ020","Stredocesky kraj",707.0,2470.0
"2010","Z",66065100.0,"65–69 let","CZ0203","Kladno","CZ020","Stredocesky kraj",1302.0,4716.0
"2010","Z",66065100.0,"65–69 let","CZ0204","Kolin","CZ020","Stredocesky kraj",757.0,2729.0
"2010","Z",66065100.0,"65–69 let","CZ0205","Kutna Hora","CZ020","Stredocesky kraj",662.0,2188.0
"2010","Z",66065100.0,"65–69 let","CZ0206","Melnik","CZ020","Stredocesky kraj",861.0,2892.0
"2010","Z",66065100.0,"65–69 let","CZ0207","Mlada Boleslav","CZ020","Stredocesky kraj",1242.0,3180.0
"2010","Z",66065100.0,"65–69 let","CZ0208","Nymburk","CZ020","Stredocesky kraj",684.0,2565.0
"2010","Z",66065100.0,"65–69 let","CZ0209","Praha-vychod","CZ020","Stredocesky kraj",1048.0,3550.0
"2010","Z",66065100.0,"65–69 let","CZ020A","Praha-zapad","CZ020","Stredocesky kraj",919.0,2988.0
"2010","Z",66065100.0,"65–69 let","CZ020B","Pribram","CZ020","Stredocesky kraj",1025.0,3102.0
"2010","Z",66065100.0,"65–69 let","CZ020C","Rakovnik","CZ020","Stredocesky kraj",597.0,1536.0
"2010","Z",66065100.0,"65–69 let","CZ0311","Ceske Budejovice","CZ031","Jihocesky kraj",1766.0,5318.0
"2010","Z",66065100.0,"65–69 let","CZ0312","Cesky Krumlov","CZ031","Jihocesky kraj",557.0,1463.0
"2010","Z",66065100.0,"65–69 let","CZ0313","Jindrichuv Hradec","CZ031","Jihocesky kraj",1086.0,2504.0
"2010","Z",66065100.0,"65–69 let","CZ0314","Pisek","CZ031","Jihocesky kraj",693.0,2165.0
"2010","Z",66065100.0,"65–69 let","CZ0315","Prachatice","CZ031","Jihocesky kraj",318.0,1270.0
"2010","Z",66065100.0,"65–69 let","CZ0316","Strakonice","CZ031","Jihocesky kraj",519.0,2095.0
