"rok","pohlavi","vek_kod","vek_nazev","okres_lau_kod","okres_nazev","kraj_nuts_kod","kraj_nazev","pocet_vysetrenych","pocet_abnormalnich"
"2012","Z",66025100.0,"25–59 let","CZ0423","Litomerice","CZ042","Ustecky kraj",16402.0,473.0
"2012","Z",66025100.0,"25–59 let","CZ0424","Louny","CZ042","Ustecky kraj",10440.0,323.0
"2012","Z",66025100.0,"25–59 let","CZ0425","Most","CZ042","Ustecky kraj",14068.0,894.0
"2012","Z",66025100.0,"25–59 let","CZ0426","Teplice","CZ042","Ustecky kraj",14758.0,736.0
"2012","Z",66025100.0,"25–59 let","CZ0427","Usti nad Labem","CZ042","Ustecky kraj",15067.0,332.0
"2012","Z",66025100.0,"25–59 let","CZ0511","Ceska Lipa","CZ051","Liberecky kraj",13128.0,751.0
"2012","Z",66025100.0,"25–59 let","CZ0512","Jablonec nad Nisou","CZ051","Liberecky kraj",12248.0,547.0
"2012","Z",66025100.0,"25–59 let","CZ0513","Liberec","CZ051","Liberecky kraj",22937.0,853.0
"2012","Z",66025100.0,"25–59 let","CZ0514","Semily","CZ051","Liberecky kraj",10006.0,409.0
"2012","Z",66025100.0,"25–59 let","CZ0521","Hradec Kralove","CZ052","Kralovehradecky kraj",21736.0,677.0
"2012","Z",66025100.0,"25–59 let","CZ0522","Jicin","CZ052","Kralovehradecky kraj",10664.0,432.0
"2012","Z",66025100.0,"25–59 let","CZ0523","Nachod","CZ052","Kralovehradecky kraj",15687.0,497.0
"2012","Z",66025100.0,"25–59 let","CZ0524","Rychnov nad Kneznou","CZ052","Kralovehradecky kraj",10787.0,341.0
"2012","Z",66025100.0,"25–59 let","CZ0525","Trutnov","CZ052","Kralovehradecky kraj",14818.0,582.0
"2012","Z",66025100.0,"25–59 let","CZ0531","Chrudim","CZ053","Pardubicky kraj",15448.0,579.0
"2012","Z",66025100.0,"25–59 let","CZ0532","Pardubice","CZ053","Pardubicky kraj",24648.0,967.0
"2012","Z",66025100.0,"25–59 let","CZ0533","Svitavy","CZ053","Pardubicky kraj",13878.0,609.0
"2012","Z",66025100.0,"25–59 let","CZ0534","Usti nad Orlici","CZ053","Pardubicky kraj",19132.0,821.0
"2012","Z",66025100.0,"25–59 let","CZ0631","Havlickuv Brod","CZ063","Vysocina",12504.0,305.0
"2012","Z",66025100.0,"25–59 let","CZ0632","Jihlava","CZ063","Vysocina",15045.0,584.0
"2012","Z",66025100.0,"25–59 let","CZ0633","Pelhrimov","CZ063","Vysocina",9759.0,221.0
"2012","Z",66025100.0,"25–59 let","CZ0634","Trebic","CZ063","Vysocina",15442.0,594.0
"2012","Z",66025100.0,"25–59 let","CZ0635","Zdar nad Sazavou","CZ063","Vysocina",15313.0,534.0
"2012","Z",66025100.0,"25–59 let","CZ0641","Blansko","CZ064","Jihomoravsky kraj",13559.0,581.0
"2012","Z",66025100.0,"25–59 let","CZ0642","Brno-mesto","CZ064","Jihomoravsky kraj",50963.0,3279.0
"2012","Z",66025100.0,"25–59 let","CZ0643","Brno-venkov","CZ064","Jihomoravsky kraj",29708.0,1782.0
"2012","Z",66025100.0,"25–59 let","CZ0644","Breclav","CZ064","Jihomoravsky kraj",16161.0,661.0
"2012","Z",66025100.0,"25–59 let","CZ0645","Hodonin","CZ064","Jihomoravsky kraj",16993.0,636.0
"2012","Z",66025100.0,"25–59 let","CZ0646","Vyskov","CZ064","Jihomoravsky kraj",11842.0,600.0
"2012","Z",66025100.0,"25–59 let","CZ0647","Znojmo","CZ064","Jihomoravsky kraj",14607.0,629.0
"2012","Z",66025100.0,"25–59 let","CZ0711","Jesenik","CZ071","Olomoucky kraj",3920.0,129.0
"2012","Z",66025100.0,"25–59 let","CZ0712","Olomouc","CZ071","Olomoucky kraj",34150.0,1579.0
"2012","Z",66025100.0,"25–59 let","CZ0713","Prostejov","CZ071","Olomoucky kraj",14943.0,598.0
