"kraj_kod","umrti_rok","umrti_vek_kategorie_kod","pocet_umrti"
"CZ031","2016",66075100.0,2
"CZ041","2016",66065100.0,3
"CZ042","2016",66086000.0,3
"CZ020","2016",66055100.0,4
"CZ020","2016",66070100.0,6
"CZ041","2016",66070100.0,4
"CZ031","2016",66050100.0,6
"CZ010","2016",66075100.0,4
"CZ010","2016",66065100.0,7
"CZ072","2016",66065100.0,4
"CZ020","2016",66080100.0,2
"CZ010","2016",66060100.0,4
"CZ010","2016",66070100.0,7
"CZ063","2016",66075100.0,3
"CZ051","2016",66055100.0,4
"CZ042","2016",66080100.0,2
"CZ010","2016",66050100.0,3
"CZ051","2016",66086000.0,1
"CZ064","2016",66080100.0,4
"CZ010","2016",66040000.0,3
"CZ053","2016",66045000.0,2
"CZ080","2016",66045000.0,1
"CZ063","2016",66080100.0,2
"CZ032","2016",66086000.0,2
"CZ032","2016",66065100.0,4
"CZ020","2016",66040000.0,4
"CZ042","2016",66045000.0,3
"CZ010","2016",66055100.0,2
"CZ080","2016",66025000.0,2
"CZ080","2016",66065100.0,5
"CZ032","2016",66060100.0,3
"CZ080","2016",66040000.0,4
"CZ051","2016",66045000.0,1
"CZ064","2016",66065100.0,4
"CZ032","2016",66045000.0,2
"CZ053","2016",66065100.0,2
"CZ080","2016",66060100.0,1
"CZ080","2016",66050100.0,4
"CZ072","2016",66060100.0,1
"CZ064","2016",66045000.0,4
"CZ020","2016",66086000.0,2
"CZ051","2016",66050100.0,3
"CZ051","2016",66070100.0,2
"CZ020","2016",66030000.0,2
"CZ063","2016",66050100.0,1
"CZ041","2016",66050100.0,1
"CZ020","2016",66025000.0,1
"CZ080","2016",66075100.0,4
"CZ032","2016",66075100.0,1
"CZ071","2016",66045000.0,1
"CZ053","2016",66055100.0,2
"CZ071","2016",66040000.0,1
"CZ052","2016",66075100.0,2
"CZ063","2016",66065100.0,2
"CZ031","2016",66060100.0,2
"CZ052","2016",66080100.0,1
"CZ080","2016",66055100.0,2
"CZ071","2016",66055100.0,1
"CZ072","2016",66075100.0,4
"CZ064","2016",66075100.0,3
"CZ053","2016",66060100.0,1
"CZ063","2016",66055100.0,1
"CZ032","2016",66070100.0,2
"CZ071","2016",66060100.0,1
"CZ071","2016",66080100.0,1
"CZ053","2016",66040000.0,1
"CZ042","2016",66055100.0,1
"CZ052","2016",66065100.0,2
"CZ080","2016",66080100.0,1
"CZ041","2016",66086000.0,1
"CZ064","2016",66040000.0,3
"CZ042","2016",66070100.0,3
"CZ080","2016",66086000.0,2
"CZ042","2016",66040000.0,2
"CZ064","2016",66055100.0,4
"CZ064","2016",66070100.0,2
"CZ031","2016",66065100.0,2
"CZ063","2016",66086000.0,1
"CZ032","2016",66030000.0,1
"CZ010","2016",66030000.0,1
"CZ032","2016",66055100.0,1
"CZ020","2016",66045000.0,1
"CZ020","2016",66075100.0,2
"CZ052","2016",66070100.0,1
"CZ051","2016",66060100.0,1
"CZ032","2016",66080100.0,1
"CZ052","2016",66055100.0,2
"CZ041","2016",66080100.0,1
"CZ080","2016",66030000.0,1
"CZ010","2016",66045000.0,1
"CZ051","2016",66030000.0,1
"CZ042","2016",66030000.0,1
"CZ041","2016",66060100.0,1
"CZ064","2016",66050100.0,1
"CZ052","2016",66025000.0,1
"CZ042","2016",66050100.0,2
"CZ063","2016",66035000.0,1
"CZ041","2016",66040000.0,1
"CZ072","2016",66086000.0,1
"CZ020","2017",66065100.0,9
"CZ072","2016",66055100.0,1
"CZ051","2013",66035000.0,1
"CZ053","2017",66070100.0,3
"CZ042","2017",66075100.0,3
"CZ071","2016",66035000.0,1
"CZ042","2017",66080100.0,1
"CZ042","2017",66070100.0,4
"CZ010","2017",66080100.0,1
"CZ010","2017",66070100.0,7
"CZ031","2017",66080100.0,2
"CZ041","2017",66060100.0,2
"CZ053","2017",66086000.0,4
"CZ080","2017",66050100.0,2
"CZ071","2017",66080100.0,1
"CZ031","2016",66040000.0,1
"CZ042","2017",66055100.0,4
"CZ041","2017",66075100.0,1
"CZ020","2017",66045000.0,1
"CZ020","2017",66060100.0,4
"CZ032","2017",66055100.0,4
"CZ080","2017",66045000.0,6
"CZ020","2017",66070100.0,9
"CZ052","2016",66060100.0,1
"CZ052","2016",66035000.0,1
"CZ064","2017",66060100.0,5
"CZ072","2017",66086000.0,2
"CZ020","2017",66050100.0,3
"CZ071","2017",66055100.0,2
"CZ080","2017",66086000.0,4
"CZ064","2017",66075100.0,2
"CZ080","2017",66060100.0,5
"CZ041","2017",66070100.0,5
"CZ032","2017",66075100.0,3
"CZ041","2017",66065100.0,1
"CZ010","2017",66086000.0,4
"CZ051","2017",66060100.0,3
"CZ020","2017",66035000.0,2
"CZ010","2017",66035000.0,3
"CZ080","2017",66080100.0,3
"CZ010","2017",66075100.0,3
"CZ080","2017",66030000.0,2
"CZ063","2017",66080100.0,2
"CZ064","2017",66040000.0,3
"CZ042","2017",66086000.0,3
"CZ041","2017",66045000.0,1
"CZ052","2017",66070100.0,3
"CZ063","2017",66065100.0,5
"CZ053","2017",66050100.0,2
"CZ032","2016",66035000.0,1
"CZ052","2017",66040000.0,2
"CZ071","2017",66030000.0,1
"CZ010","2017",66065100.0,4
"CZ064","2017",66065100.0,4
"CZ052","2017",66065100.0,5
"CZ053","2017",66065100.0,2
"CZ041","2017",66030000.0,1
"CZ051","2017",66065100.0,1
"CZ071","2017",66050100.0,1
"CZ064","2017",66055100.0,4
"CZ042","2017",66065100.0,6
"CZ080","2017",66065100.0,2
"CZ064","2017",66050100.0,3
"CZ072","2017",66060100.0,4
"CZ042","2017",66045000.0,4
"CZ080","2017",66055100.0,3
"CZ051","2017",66055100.0,2
"CZ080","2017",66070100.0,4
"CZ063","2017",66075100.0,3
"CZ042","2017",66035000.0,3
"CZ071","2017",66086000.0,1
"CZ051","2017",66086000.0,2
"CZ041","2017",66035000.0,1
"CZ010","2017",66050100.0,2
"CZ063","2017",66086000.0,2
"CZ071","2017",66060100.0,1
"CZ020","2017",66075100.0,2
"CZ031","2017",66050100.0,2
"CZ042","2017",66060100.0,5
"CZ042","2017",66050100.0,5
"CZ031","2017",66040000.0,2
"CZ020","2017",66086000.0,2
"CZ041","2017",66055100.0,1
"CZ072","2017",66070100.0,4
"CZ071","2017",66040000.0,2
"CZ071","2017",66065100.0,4
"CZ064","2017",66070100.0,2
"CZ020","2017",66080100.0,5
"CZ032","2017",66070100.0,2
"CZ064","2017",66045000.0,1
"CZ052","2017",66086000.0,2
"CZ010","2017",66055100.0,3
"CZ051","2017",66075100.0,2
"CZ072","2017",66080100.0,3
"CZ053","2017",66075100.0,1
"CZ080","2017",66040000.0,2
"CZ010","2017",66020000.0,1
"CZ071","2017",66070100.0,2
"CZ064","2017",66080100.0,2
"CZ010","2017",66060100.0,2
"CZ010","2017",66040000.0,2
"CZ051","2017",66050100.0,2
"CZ072","2017",66055100.0,2
"CZ064","2017",66030000.0,1
"CZ053","2017",66060100.0,1
"CZ032","2017",66080100.0,2
"CZ032","2017",66050100.0,1
"CZ010","2017",66045000.0,4
"CZ032","2017",66040000.0,2
"CZ072","2017",66040000.0,3
"CZ063","2017",66060100.0,2
"CZ063","2017",66070100.0,2
"CZ071","2017",66020000.0,1
"CZ031","2017",66086000.0,2
"CZ072","2017",66045000.0,2
"CZ031","2017",66060100.0,2
"CZ041","2017",66086000.0,1
"CZ063","2017",66055100.0,1
"CZ032","2017",66086000.0,2
"CZ072","2017",66065100.0,2
"CZ063","2017",66035000.0,1
"CZ072","2017",66050100.0,3
"CZ064","2017",66035000.0,1
"CZ031","2017",66065100.0,2
"CZ031","2017",66070100.0,2
"CZ064","2017",66086000.0,1
"CZ031","2017",66055100.0,1
"CZ052","2017",66075100.0,2
"CZ020","2017",66040000.0,1
"CZ071","2017",66045000.0,1
"CZ031","2017",66075100.0,1
"CZ052","2017",66060100.0,1
"CZ053","2017",66080100.0,2
"CZ051","2018",66086000.0,1
"CZ053","2018",66045000.0,1
"CZ080","2018",66086000.0,3
"CZ064","2018",66065100.0,5
"CZ020","2018",66050100.0,6
"CZ031","2018",66050100.0,1
"CZ072","2018",66065100.0,5
"CZ042","2018",66070100.0,2
"CZ080","2018",66065100.0,6
"CZ020","2018",66065100.0,2
"CZ020","2018",66070100.0,5
"CZ010","2018",66050100.0,1
"CZ080","2018",66060100.0,9
"CZ041","2018",66080100.0,2
"CZ051","2018",66030000.0,1
"CZ042","2018",66060100.0,2
"CZ041","2018",66060100.0,7
"CZ053","2018",66055100.0,3
"CZ072","2018",66055100.0,2
"CZ032","2018",66060100.0,6
"CZ031","2018",66045000.0,2
"CZ080","2018",66050100.0,3
"CZ031","2018",66070100.0,3
"CZ042","2018",66086000.0,2
"CZ032","2018",66075100.0,3
"CZ031","2018",66080100.0,1
"CZ010","2018",66060100.0,3
"CZ053","2018",66065100.0,2
"CZ052","2018",66080100.0,2
"CZ080","2018",66075100.0,2
"CZ032","2018",66080100.0,1
"CZ020","2018",66080100.0,5
"CZ031","2018",66086000.0,2
"CZ052","2018",66065100.0,4
"CZ053","2018",66086000.0,4
"CZ051","2018",66065100.0,2
"CZ042","2018",66035000.0,1
"CZ080","2018",66040000.0,3
"CZ064","2018",66080100.0,2
"CZ031","2018",66040000.0,1
"CZ031","2018",66060100.0,2
"CZ020","2018",66030000.0,1
"CZ031","2018",66065100.0,2
"CZ064","2018",66035000.0,1
"CZ064","2018",66045000.0,3
"CZ010","2018",66065100.0,5
"CZ032","2018",66050100.0,2
"CZ020","2018",66045000.0,3
"CZ053","2018",66070100.0,3
"CZ032","2018",66065100.0,3
"CZ010","2018",66086000.0,5
"CZ064","2018",66050100.0,1
"CZ031","2018",66055100.0,1
"CZ052","2018",66055100.0,1
"CZ042","2018",66080100.0,5
"CZ042","2018",66045000.0,2
"CZ051","2018",66075100.0,2
"CZ072","2018",66070100.0,2
"CZ041","2018",66055100.0,4
"CZ064","2018",66070100.0,6
"CZ020","2018",66075100.0,3
"CZ010","2018",66080100.0,4
"CZ032","2017",66045000.0,1
"CZ041","2018",66070100.0,3
"CZ041","2018",66065100.0,3
"CZ051","2018",66055100.0,2
"CZ064","2018",66055100.0,1
"CZ010","2018",66075100.0,4
"CZ071","2018",66070100.0,2
"CZ010","2018",66055100.0,4
"CZ020","2018",66086000.0,2
"CZ042","2018",66065100.0,5
"CZ072","2018",66035000.0,1
"CZ032","2018",66070100.0,7
"CZ020","2018",66040000.0,2
"CZ052","2018",66070100.0,2
"CZ020","2018",66060100.0,2
"CZ032","2018",66055100.0,1
"CZ042","2018",66040000.0,1
"CZ020","2018",66055100.0,2
"CZ032","2018",66086000.0,1
"CZ051","2018",66060100.0,1
"CZ031","2018",66075100.0,3
"CZ010","2018",66070100.0,5
"CZ042","2018",66055100.0,2
"CZ051","2018",66025000.0,1
"CZ042","2018",66075100.0,2
"CZ080","2018",66070100.0,4
"CZ020","2018",66035000.0,2
"CZ052","2018",66060100.0,3
"CZ051","2018",66045000.0,4
"CZ063","2018",66070100.0,3
"CZ071","2018",66065100.0,2
"CZ042","2018",66050100.0,1
"CZ071","2018",66060100.0,2
"CZ080","2018",66055100.0,2
"CZ052","2018",66050100.0,2
"CZ071","2018",66086000.0,1
"CZ072","2018",66060100.0,1
"CZ052","2018",66086000.0,2
"CZ051","2018",66070100.0,2
"CZ052","2018",66075100.0,4
"CZ072","2018",66075100.0,1
"CZ071","2018",66035000.0,1
"CZ051","2018",66080100.0,1
"CZ041","2018",66075100.0,3
"CZ080","2018",66045000.0,2
"CZ064","2018",66060100.0,3
"CZ010","2018",66030000.0,1
"CZ071","2018",66055100.0,1
"CZ064","2018",66040000.0,1
"CZ072","2018",66086000.0,2
"CZ041","2018",66086000.0,1
"CZ063","2018",66045000.0,1
"CZ051","2018",66050100.0,1
"CZ042","2018",66030000.0,1
"CZ063","2018",66065100.0,3
"CZ071","2018",66075100.0,1
"CZ010","2018",66045000.0,1
"CZ064","2018",66086000.0,1
"CZ072","2018",66080100.0,1
"CZ080","2018",66035000.0,1
"CZ071","2018",66080100.0,1
"CZ032","2018",66045000.0,1
"CZ072","2018",66045000.0,1
"CZ053","2018",66060100.0,1
"CZ051","2018",66035000.0,1
"CZ064","2018",66075100.0,1
"CZ063","2018",66086000.0,2
"CZ020","2021",66070100.0,3
"CZ032","2019",66045000.0,2
"CZ064","2019",66086000.0,3
"CZ072","2018",66050100.0,1
"CZ041","2019",66070100.0,2
"CZ072","2019",66055100.0,3
"CZ041","2019",66045000.0,2
"CZ080","2019",66045000.0,2
"CZ064","2019",66065100.0,4
"CZ010","2019",66080100.0,5
"CZ010","2022",66065100.0,5
"CZ020","2019",66055100.0,1
"CZ051","2019",66086000.0,2
"CZ042","2019",66055100.0,3
"CZ072","2019",66045000.0,1
"CZ031","2019",66060100.0,4
"CZ052","2019",66055100.0,1
"CZ080","2019",66050100.0,3
"CZ051","2019",66055100.0,1
"CZ010","2019",66075100.0,6
"CZ032","2019",66060100.0,3
"CZ071","2019",66060100.0,2
"CZ010","2019",66065100.0,9
"CZ064","2019",66035000.0,1
"CZ042","2019",66060100.0,4
"CZ010","2019",66050100.0,4
"CZ020","2019",66040000.0,2
"CZ042","2019",66086000.0,3
"CZ032","2019",66075100.0,3
"CZ010","2019",66040000.0,2
"CZ042","2019",66050100.0,3
"CZ063","2019",66065100.0,2
"CZ031","2019",66055100.0,2
"CZ064","2019",66050100.0,6
"CZ020","2019",66075100.0,4
"CZ080","2019",66055100.0,8
"CZ052","2019",66075100.0,1
"CZ053","2019",66045000.0,1
"CZ042","2019",66040000.0,5
"CZ041","2019",66080100.0,2
"CZ051","2019",66060100.0,1
"CZ071","2019",66075100.0,2
"CZ080","2019",66070100.0,3
"CZ064","2019",66075100.0,3
"CZ063","2019",66050100.0,2
"CZ020","2019",66070100.0,7
"CZ052","2019",66015000.0,1
"CZ031","2019",66035000.0,1
"CZ010","2019",66070100.0,9
"CZ064","2019",66070100.0,4
"CZ020","2019",66080100.0,2
"CZ072","2019",66025000.0,1
"CZ031","2019",66070100.0,4
"CZ042","2019",66065100.0,5
"CZ080","2019",66086000.0,3
"CZ042","2019",66070100.0,1
"CZ080","2019",66060100.0,5
"CZ032","2019",66070100.0,2
"CZ052","2019",66030000.0,1
"CZ064","2019",66055100.0,3
"CZ072","2019",66070100.0,2
"CZ051","2019",66075100.0,3
"CZ071","2019",66050100.0,1
"CZ041","2019",66055100.0,2
"CZ010","2019",66060100.0,4
"CZ052","2019",66050100.0,2
"CZ064","2019",66040000.0,3
"CZ072","2019",66050100.0,1
"CZ010","2019",66055100.0,2
"CZ042","2019",66075100.0,2
"CZ063","2019",66070100.0,2
"CZ052","2019",66080100.0,1
"CZ031","2019",66065100.0,4
"CZ080","2019",66065100.0,3
"CZ080","2019",66030000.0,2
"CZ020","2019",66065100.0,4
"CZ053","2019",66075100.0,1
"CZ063","2019",66060100.0,2
"CZ032","2019",66080100.0,1
"CZ020","2019",66060100.0,2
"CZ064","2019",66060100.0,3
"CZ010","2019",66045000.0,2
"CZ063","2019",66055100.0,2
"CZ072","2019",66060100.0,1
"CZ053","2019",66065100.0,1
"CZ031","2021",66045000.0,1
"CZ063","2019",66075100.0,3
"CZ041","2019",66060100.0,1
"CZ052","2019",66065100.0,3
"CZ042","2019",66080100.0,1
"CZ020","2019",66045000.0,2
"CZ072","2019",66065100.0,2
"CZ052","2019",66070100.0,1
"CZ080","2019",66080100.0,1
"CZ020","2019",66050100.0,4
"CZ053","2019",66055100.0,1
"CZ032","2019",66086000.0,2
"CZ032","2019",66055100.0,3
"CZ031","2019",66075100.0,1
"CZ010","2019",66086000.0,2
"CZ041","2019",66050100.0,2
"CZ051","2019",66050100.0,1
"CZ032","2019",66065100.0,2
"CZ052","2019",66040000.0,1
"CZ080","2019",66025000.0,1
"CZ063","2019",66035000.0,1
"CZ053","2019",66030000.0,1
"CZ063","2021",66060100.0,3
"CZ042","2021",66050100.0,2
"CZ064","2021",66050100.0,2
"CZ052","2019",66045000.0,1
"CZ080","2021",66070100.0,5
"CZ010","2021",66050100.0,5
"CZ020","2021",66060100.0,7
"CZ064","2021",66060100.0,6
"CZ020","2021",66086000.0,6
"CZ072","2021",66065100.0,3
"CZ080","2021",66045000.0,4
"CZ042","2019",66045000.0,1
"CZ031","2021",66065100.0,5
"CZ071","2019",66070100.0,1
"CZ020","2021",66040000.0,2
"CZ031","2021",66075100.0,1
"CZ032","2021",66045000.0,3
"CZ042","2021",66065100.0,4
"CZ071","2021",66040000.0,2
"CZ080","2021",66075100.0,6
"CZ020","2021",66080100.0,3
"CZ064","2021",66070100.0,8
"CZ064","2021",66045000.0,5
"CZ042","2021",66045000.0,3
"CZ031","2021",66035000.0,2
"CZ063","2021",66070100.0,3
"CZ080","2021",66050100.0,6
"CZ031","2021",66080100.0,1
"CZ080","2021",66060100.0,3
"CZ010","2021",66045000.0,1
"CZ041","2021",66065100.0,2
"CZ080","2021",66065100.0,4
"CZ020","2021",66075100.0,3
"CZ052","2021",66055100.0,1
"CZ064","2021",66055100.0,5
"CZ010","2021",66075100.0,7
"CZ010","2021",66060100.0,1
"CZ080","2021",66055100.0,7
"CZ020","2021",66065100.0,3
"CZ051","2021",66035000.0,1
"CZ010","2020",66075100.0,2
"CZ080","2021",66080100.0,1
"CZ072","2021",66075100.0,4
"CZ052","2021",66080100.0,1
"CZ071","2021",66035000.0,1
"CZ063","2021",66065100.0,5
"CZ010","2020",66086000.0,3
"CZ064","2020",66040000.0,2
"CZ010","2020",66045000.0,4
"CZ020","2020",66060100.0,5
"CZ080","2020",66065100.0,3
"CZ042","2021",66060100.0,4
"CZ042","2020",66075100.0,2
"CZ064","2020",66065100.0,10
"CZ080","2020",66070100.0,5
"CZ063","2020",66065100.0,3
"CZ010","2020",66065100.0,4
"CZ051","2020",66080100.0,3
"CZ080","2020",66060100.0,2
"CZ080","2020",66080100.0,3
"CZ080","2020",66045000.0,3
"CZ080","2020",66035000.0,1
"CZ053","2020",66070100.0,4
"CZ020","2020",66055100.0,5
"CZ042","2020",66045000.0,3
"CZ052","2020",66065100.0,1
"CZ020","2020",66075100.0,4
"CZ031","2020",66030000.0,2
"CZ032","2021",66065100.0,2
"CZ010","2020",66060100.0,5
"CZ010","2020",66030000.0,1
"CZ020","2020",66045000.0,7
"CZ042","2020",66070100.0,7
"CZ064","2020",66080100.0,2
"CZ031","2020",66086000.0,4
"CZ080","2020",66055100.0,8
"CZ032","2020",66055100.0,2
"CZ064","2020",66070100.0,5
"CZ071","2020",66060100.0,4
"CZ020","2020",66070100.0,7
"CZ031","2020",66045000.0,1
"CZ042","2020",66050100.0,2
"CZ041","2020",66050100.0,1
"CZ071","2020",66065100.0,5
"CZ032","2020",66050100.0,2
"CZ020","2020",66086000.0,3
"CZ080","2020",66086000.0,2
"CZ031","2020",66075100.0,3
"CZ032","2020",66040000.0,2
"CZ041","2020",66075100.0,2
"CZ020","2020",66035000.0,2
"CZ042","2020",66065100.0,4
"CZ072","2020",66080100.0,3
"CZ064","2020",66086000.0,2
"CZ010","2020",66070100.0,3
"CZ031","2020",66070100.0,4
"CZ071","2020",66070100.0,3
"CZ064","2020",66075100.0,3
"CZ041","2020",66086000.0,1
"CZ032","2020",66070100.0,1
"CZ042","2020",66086000.0,4
"CZ072","2020",66070100.0,1
"CZ053","2020",66055100.0,1
"CZ020","2020",66040000.0,2
"CZ010","2020",66040000.0,2
"CZ064","2020",66060100.0,4
"CZ071","2020",66055100.0,2
"CZ041","2020",66030000.0,1
"CZ032","2020",66060100.0,2
"CZ020","2020",66065100.0,3
"CZ020","2020",66080100.0,2
"CZ051","2020",66086000.0,1
"CZ063","2020",66060100.0,1
"CZ032","2020",66086000.0,1
"CZ071","2020",66045000.0,3
"CZ020","2020",66050100.0,3
"CZ041","2020",66060100.0,1
"CZ041","2020",66065100.0,3
"CZ053","2020",66075100.0,2
"CZ042","2020",66055100.0,4
"CZ052","2020",66070100.0,2
"CZ010","2020",66080100.0,2
"CZ072","2020",66065100.0,2
"CZ051","2020",66040000.0,1
"CZ064","2020",66055100.0,2
"CZ041","2020",66070100.0,1
"CZ063","2020",66045000.0,1
"CZ031","2020",66055100.0,4
"CZ080","2020",66075100.0,4
"CZ051","2020",66035000.0,1
"CZ032","2020",66045000.0,1
"CZ072","2020",66086000.0,2
"CZ051","2020",66070100.0,2
"CZ064","2020",66035000.0,2
"CZ010","2020",66035000.0,1
"CZ042","2020",66060100.0,2
"CZ071","2020",66040000.0,2
"CZ052","2020",66055100.0,1
"CZ051","2020",66050100.0,1
"CZ063","2020",66055100.0,1
"CZ032","2020",66065100.0,1
"CZ072","2020",66050100.0,1
"CZ063","2020",66070100.0,3
"CZ031","2020",66050100.0,1
"CZ052","2020",66060100.0,1
"CZ042","2020",66040000.0,2
"CZ053","2020",66065100.0,1
"CZ052","2020",66086000.0,1
"CZ010","2020",66050100.0,3
"CZ072","2020",66060100.0,3
"CZ051","2020",66065100.0,1
"CZ064","2020",66050100.0,1
"CZ080","2020",66025000.0,1
"CZ063","2020",66080100.0,1
"CZ052","2020",66045000.0,2
"CZ080","2020",66050100.0,3
"CZ031","2020",66065100.0,1
"CZ063","2020",66075100.0,1
"CZ041","2020",66025000.0,1
"CZ042","2020",66080100.0,1
"CZ053","2020",66080100.0,1
"CZ072","2020",66055100.0,1
"CZ064","2020",66045000.0,1
"CZ032","2020",66075100.0,1
"CZ031","2020",66060100.0,1
"CZ010","2020",66055100.0,1
"CZ053","2020",66086000.0,1
"CZ041","2022",66070100.0,2
"CZ031","2020",66040000.0,1
"CZ072","2021",66060100.0,4
"CZ051","2020",66055100.0,1
"CZ041","2020",66080100.0,1
"CZ031","2019",66080100.0,1
"CZ080","2019",66075100.0,1
"CZ051","2019",66070100.0,1
"CZ071","2019",66045000.0,1
"CZ031","2019",66040000.0,1
"CZ071","2019",66040000.0,1
"CZ052","2019",66060100.0,2
"CZ042","2019",66035000.0,1
"CZ071","2019",66086000.0,2
"CZ080","2019",66040000.0,1
"CZ063","2019",66045000.0,1
"CZ064","2021",66075100.0,2
"CZ053","2019",66070100.0,2
"CZ051","2019",66080100.0,1
"CZ052","2021",66040000.0,1
"CZ080","2021",66040000.0,1
"CZ071","2021",66055100.0,2
"CZ072","2021",66070100.0,4
"CZ010","2021",66055100.0,2
"CZ051","2021",66075100.0,1
"CZ072","2021",66080100.0,1
"CZ010","2021",66035000.0,2
"CZ071","2021",66065100.0,6
"CZ051","2021",66055100.0,2
"CZ042","2021",66086000.0,2
"CZ032","2021",66080100.0,1
"CZ010","2021",66080100.0,4
"CZ042","2021",66040000.0,4
"CZ064","2021",66086000.0,2
"CZ072","2021",66050100.0,1
"CZ042","2021",66035000.0,3
"CZ042","2021",66075100.0,5
"CZ032","2021",66055100.0,2
"CZ071","2021",66045000.0,1
"CZ064","2021",66065100.0,5
"CZ071","2021",66050100.0,1
"CZ051","2021",66065100.0,3
"CZ031","2021",66060100.0,2
"CZ031","2021",66055100.0,1
"CZ031","2021",66050100.0,2
"CZ010","2021",66070100.0,4
"CZ053","2021",66065100.0,1
"CZ020","2021",66050100.0,2
"CZ032","2021",66075100.0,1
"CZ031","2021",66070100.0,2
"CZ032","2021",66070100.0,3
"CZ020","2021",66045000.0,1
"CZ064","2021",66040000.0,1
"CZ010","2021",66065100.0,3
"CZ020","2021",66030000.0,1
"CZ064","2021",66080100.0,2
"CZ041","2021",66070100.0,1
"CZ080","2021",66035000.0,2
"CZ053","2021",66075100.0,1
"CZ041","2021",66086000.0,2
"CZ010","2021",66086000.0,4
"CZ032","2021",66050100.0,2
"CZ071","2021",66070100.0,4
"CZ072","2021",66055100.0,1
"CZ080","2021",66086000.0,2
"CZ042","2021",66080100.0,1
"CZ042","2021",66070100.0,2
"CZ041","2021",66035000.0,1
"CZ041","2021",66075100.0,2
"CZ053","2021",66070100.0,1
"CZ063","2021",66086000.0,2
"CZ041","2021",66055100.0,3
"CZ053","2021",66050100.0,1
"CZ052","2021",66060100.0,1
"CZ052","2021",66065100.0,2
"CZ051","2021",66060100.0,2
"CZ032","2021",66060100.0,1
"CZ071","2021",66060100.0,1
"CZ051","2021",66040000.0,1
"CZ053","2021",66045000.0,1
"CZ041","2021",66030000.0,1
"CZ063","2021",66080100.0,1
"CZ032","2021",66086000.0,1
"CZ071","2021",66086000.0,1
"CZ072","2021",66086000.0,2
"CZ053","2021",66055100.0,1
"CZ063","2021",66055100.0,1
"CZ053","2021",66080100.0,1
"CZ052","2021",66086000.0,1
"CZ020","2021",66055100.0,1
"CZ052","2021",66075100.0,1
"CZ041","2021",66060100.0,1
"CZ042","2022",66055100.0,3
"CZ072","2021",66040000.0,1
"CZ051","2022",66055100.0,2
"CZ080","2022",66086000.0,3
"CZ064","2022",66075100.0,4
"CZ080","2022",66045000.0,2
"CZ063","2022",66075100.0,3
"CZ042","2022",66080100.0,4
"CZ020","2022",66080100.0,4
"CZ053","2022",66075100.0,2
"CZ063","2022",66070100.0,3
"CZ042","2022",66045000.0,5
"CZ053","2021",66086000.0,1
"CZ063","2022",66055100.0,3
"CZ051","2022",66070100.0,3
"CZ042","2022",66050100.0,5
"CZ063","2022",66086000.0,2
"CZ010","2022",66075100.0,3
"CZ010","2022",66050100.0,2
"CZ052","2022",66075100.0,2
"CZ020","2022",66086000.0,3
"CZ020","2022",66065100.0,4
"CZ020","2022",66045000.0,4
"CZ010","2022",66086000.0,7
"CZ080","2022",66050100.0,2
"CZ052","2022",66060100.0,2
"CZ080","2022",66065100.0,4
"CZ051","2022",66050100.0,3
"CZ071","2022",66030000.0,1
"CZ031","2022",66086000.0,4
"CZ072","2022",66075100.0,3
"CZ064","2022",66080100.0,2
"CZ042","2022",66040000.0,1
"CZ072","2022",66070100.0,1
"CZ064","2022",66060100.0,3
"CZ052","2022",66045000.0,3
"CZ020","2022",66060100.0,2
"CZ052","2022",66070100.0,2
"CZ020","2022",66040000.0,2
"CZ031","2022",66080100.0,4
"CZ080","2022",66070100.0,2
"CZ052","2022",66080100.0,2
"CZ010","2022",66055100.0,4
"CZ063","2022",66065100.0,2
"CZ032","2022",66070100.0,3
"CZ042","2022",66075100.0,4
"CZ080","2022",66080100.0,1
"CZ051","2022",66075100.0,1
"CZ041","2022",66060100.0,4
"CZ064","2022",66050100.0,2
"CZ041","2022",66050100.0,1
"CZ071","2022",66075100.0,1
"CZ042","2022",66070100.0,8
"CZ051","2022",66060100.0,1
"CZ072","2022",66050100.0,1
"CZ071","2022",66060100.0,2
"CZ032","2022",66045000.0,1
"CZ080","2022",66055100.0,4
"CZ010","2022",66060100.0,5
"CZ053","2022",66060100.0,1
"CZ064","2022",66065100.0,6
"CZ064","2022",66055100.0,2
"CZ053","2022",66065100.0,1
"CZ072","2022",66086000.0,1
"CZ080","2022",66060100.0,4
"CZ042","2022",66065100.0,5
"CZ031","2022",66045000.0,3
"CZ071","2022",66080100.0,3
"CZ031","2022",66065100.0,4
"CZ020","2022",66050100.0,1
"CZ032","2022",66065100.0,5
"CZ072","2022",66025000.0,2
"CZ031","2022",66050100.0,1
"CZ080","2022",66075100.0,3
"CZ032","2022",66060100.0,1
"CZ010","2022",66070100.0,3
"CZ010","2022",66030000.0,1
"CZ020","2022",66030000.0,1
"CZ071","2022",66086000.0,2
"CZ051","2022",66086000.0,2
"CZ020","2022",66035000.0,2
"CZ053","2022",66045000.0,1
"CZ010","2022",66045000.0,3
"CZ032","2022",66050100.0,1
"CZ051","2022",66045000.0,1
"CZ052","2022",66065100.0,1
"CZ072","2022",66060100.0,2
"CZ042","2022",66060100.0,2
"CZ032","2022",66055100.0,2
"CZ072","2022",66065100.0,1
"CZ064","2022",66045000.0,4
"CZ031","2022",66030000.0,1
"CZ080","2022",66040000.0,2
"CZ052","2022",66050100.0,1
