"kraj_kod","umrti_rok","umrti_vek_kategorie_kod","pocet_umrti"
"CZ071","2022",66050100.0,1
"CZ053","2022",66050100.0,1
"CZ020","2022",66075100.0,4
"CZ071","2022",66045000.0,1
"CZ041","2022",66075100.0,1
"CZ064","2022",66070100.0,1
"CZ071","2022",66065100.0,2
"CZ031","2022",66070100.0,1
"CZ031","2022",66040000.0,1
"CZ071","2022",66070100.0,3
"CZ072","2022",66080100.0,1
"CZ051","2022",66030000.0,1
"CZ053","2022",66080100.0,1
"CZ072","2022",66055100.0,1
"CZ031","2022",66055100.0,2
"CZ064","2022",66086000.0,2
"CZ071","2022",66040000.0,1
"CZ020","2022",66070100.0,1
"CZ020","2022",66055100.0,1
"CZ041","2022",66080100.0,1
"CZ080","2022",66035000.0,1
"CZ041","2022",66045000.0,1
